session_id,user_id,assessment_type_id,started_at,completed_at,session_status,difficulty_level,device_type,consent_id
SES00032912,USR006373,AT002,2025-12-07T10:52:00,2025-12-07T10:53:33,completed,2,mobile,CON00020664
SES00032913,USR006373,AT001,2026-02-13T14:19:00,,interrupted,1,desktop,CON00020664
SES00032914,USR006373,AT005,2026-03-05T13:53:00,2026-03-05T13:54:01,completed,2,mobile,CON00020664
SES00032915,USR006373,AT004,2026-03-19T17:51:00,2026-03-19T17:52:31,completed,1,mobile,CON00020664
SES00032916,USR006373,AT004,2026-08-16T18:14:00,,abandoned,2,mobile,CON00020664
SES00032917,USR006373,AT001,2026-08-19T10:15:00,2026-08-19T10:15:58,completed,4,desktop,CON00020664
SES00032918,USR006373,AT005,2026-08-31T10:08:00,2026-08-31T10:08:38,completed,1,mobile,CON00020664
SES00032919,USR006374,AT004,2025-10-14T20:53:00,2025-10-14T20:54:16,completed,1,mobile,CON00020667
SES00032920,USR006374,AT002,2026-04-11T18:11:00,2026-04-11T18:11:48,completed,1,mobile,CON00020667
SES00032921,USR006374,AT002,2026-04-27T05:11:00,,abandoned,2,mobile,CON00020667
SES00032922,USR006374,AT001,2026-05-26T02:34:00,2026-05-26T02:34:56,completed,4,tablet,CON00020667
SES00032923,USR006374,AT001,2026-06-01T04:18:00,2026-06-01T04:19:39,completed,3,desktop,CON00020667
SES00032924,USR006374,AT004,2026-06-13T01:56:00,2026-06-13T01:57:01,completed,2,mobile,CON00020667
SES00032925,USR006374,AT002,2026-07-06T00:19:00,2026-07-06T00:19:59,completed,4,mobile,CON00020667
SES00032926,USR006374,AT002,2026-08-19T02:10:00,2026-08-19T02:10:38,completed,4,tablet,CON00020667
SES00032927,USR006374,AT004,2026-09-09T18:57:00,2026-09-09T18:57:31,completed,2,mobile,CON00020667
SES00032928,USR006376,AT001,2026-03-18T16:55:00,2026-03-18T16:55:37,completed,1,mobile,CON00020673
SES00032929,USR006376,AT004,2026-03-19T21:01:00,2026-03-19T21:01:59,completed,1,mobile,CON00020673
SES00032930,USR006376,AT002,2026-03-21T17:25:00,2026-03-21T17:26:06,completed,3,mobile,CON00020673
SES00032931,USR006376,AT005,2026-03-31T18:52:00,2026-03-31T18:53:24,completed,4,mobile,CON00020673
SES00032932,USR006376,AT005,2026-05-03T02:59:00,2026-05-03T02:59:53,completed,2,desktop,CON00020673
SES00032933,USR006376,AT001,2026-06-08T16:10:00,2026-06-08T16:11:02,completed,2,mobile,CON00020673
SES00032934,USR006376,AT002,2026-07-14T20:18:00,2026-07-14T20:18:46,completed,2,mobile,CON00020673
SES00032935,USR006376,AT005,2026-07-27T17:38:00,2026-07-27T17:38:46,completed,3,mobile,CON00020673
SES00032936,USR006378,AT002,2025-11-19T09:39:00,2025-11-19T09:40:20,completed,1,mobile,CON00020679
SES00032937,USR006378,AT004,2026-01-27T03:56:00,2026-01-27T03:56:45,completed,1,mobile,CON00020679
SES00032938,USR006378,AT001,2026-02-02T04:48:00,,abandoned,2,mobile,CON00020679
SES00032939,USR006378,AT002,2026-02-18T07:49:00,2026-02-18T07:49:55,completed,4,tablet,CON00020679
SES00032940,USR006378,AT004,2026-04-15T04:44:00,2026-04-15T04:45:15,completed,3,mobile,CON00020679
SES00032941,USR006378,AT003,2026-05-03T00:23:00,2026-05-03T00:24:04,completed,4,mobile,CON00020679
SES00032942,USR006378,AT005,2026-05-18T00:44:00,2026-05-18T00:44:43,completed,3,mobile,CON00020679
SES00032943,USR006378,AT001,2026-06-12T04:45:00,2026-06-12T04:46:30,completed,1,mobile,CON00020679
SES00032944,USR006378,AT002,2026-07-02T09:09:00,2026-07-02T09:09:58,completed,2,mobile,CON00020679
SES00032945,USR006379,AT001,2025-12-11T20:19:00,2025-12-11T20:19:36,completed,1,mobile,CON00020684
SES00032946,USR006379,AT001,2025-12-21T15:50:00,2025-12-21T15:50:52,completed,2,desktop,CON00020684
SES00032947,USR006379,AT002,2026-01-01T18:18:00,2026-01-01T18:18:42,completed,1,tablet,CON00020684
SES00032948,USR006379,AT001,2026-01-27T01:20:00,,interrupted,2,tablet,CON00020684
SES00032949,USR006379,AT002,2026-05-03T00:49:00,2026-05-03T00:50:05,completed,3,mobile,CON00020684
SES00032950,USR006379,AT003,2026-05-08T15:19:00,2026-05-08T15:20:28,completed,3,mobile,CON00020684
SES00032951,USR006379,AT004,2026-05-17T23:11:00,2026-05-17T23:11:59,completed,1,tablet,CON00020684
SES00032952,USR006380,AT002,2026-02-24T23:22:00,2026-02-24T23:22:56,completed,4,desktop,CON00020687
SES00032953,USR006380,AT002,2026-03-21T21:30:00,2026-03-21T21:31:12,completed,3,mobile,CON00020687
SES00032954,USR006380,AT003,2026-04-27T17:02:00,2026-04-27T17:02:52,completed,4,mobile,CON00020687
SES00032955,USR006380,AT004,2026-06-17T16:57:00,2026-06-17T16:57:30,completed,1,tablet,CON00020687
SES00032956,USR006380,AT002,2026-06-28T02:01:00,2026-06-28T02:01:39,completed,3,mobile,CON00020687
SES00032957,USR006380,AT004,2026-07-19T18:35:00,2026-07-19T18:35:56,completed,3,mobile,CON00020687
SES00032958,USR006383,AT001,2025-12-23T22:29:00,2025-12-23T22:30:16,completed,2,mobile,CON00020695
SES00032959,USR006383,AT004,2025-12-29T23:29:00,2025-12-29T23:30:03,completed,3,mobile,CON00020695
SES00032960,USR006383,AT001,2026-02-13T23:19:00,2026-02-13T23:19:42,completed,1,mobile,CON00020695
SES00032961,USR006383,AT003,2026-04-30T18:50:00,2026-04-30T18:51:02,completed,4,mobile,CON00020695
SES00032962,USR006383,AT003,2026-09-03T21:24:00,2026-09-03T21:24:58,completed,1,mobile,CON00020695
SES00032963,USR006384,AT002,2026-02-18T12:59:00,2026-02-18T13:00:08,completed,1,desktop,CON00020698
SES00032964,USR006384,AT002,2026-02-25T09:16:00,2026-02-25T09:17:29,completed,1,mobile,CON00020698
SES00032965,USR006384,AT002,2026-04-21T07:29:00,2026-04-21T07:30:24,completed,1,mobile,CON00020698
SES00032966,USR006384,AT002,2026-06-29T12:45:00,2026-06-29T12:45:50,completed,1,mobile,CON00020698
SES00032967,USR006384,AT001,2026-08-18T17:07:00,2026-08-18T17:08:16,completed,1,tablet,CON00020698
SES00032968,USR006384,AT005,2026-08-19T16:15:00,2026-08-19T16:16:07,completed,4,desktop,CON00020698
SES00032969,USR006385,AT003,2025-12-20T13:51:00,2025-12-20T13:51:56,completed,3,desktop,CON00020701
SES00032970,USR006385,AT002,2026-01-01T07:40:00,2026-01-01T07:40:52,completed,1,desktop,CON00020701
SES00032971,USR006385,AT005,2026-01-18T13:37:00,2026-01-18T13:37:51,completed,3,tablet,CON00020701
SES00032972,USR006385,AT005,2026-01-24T08:25:00,,abandoned,3,mobile,CON00020701
SES00032973,USR006385,AT005,2026-04-30T07:32:00,2026-04-30T07:32:39,completed,4,mobile,CON00020701
SES00032974,USR006385,AT005,2026-06-04T08:08:00,,interrupted,3,tablet,CON00020701
SES00032975,USR006385,AT005,2026-06-08T14:45:00,2026-06-08T14:45:34,completed,4,mobile,CON00020701
SES00032976,USR006385,AT004,2026-06-17T16:10:00,2026-06-17T16:10:52,completed,1,mobile,CON00020701
SES00032977,USR006385,AT002,2026-06-30T10:32:00,2026-06-30T10:33:02,completed,3,tablet,CON00020701
SES00032978,USR006387,AT004,2025-11-22T23:01:00,2025-11-22T23:02:08,completed,4,mobile,CON00020707
SES00032979,USR006387,AT001,2026-02-16T22:06:00,2026-02-16T22:06:47,completed,2,mobile,CON00020707
SES00032980,USR006387,AT004,2026-02-20T16:28:00,2026-02-20T16:29:28,completed,4,mobile,CON00020707
SES00032981,USR006387,AT005,2026-04-12T00:35:00,2026-04-12T00:36:05,completed,4,mobile,CON00020707
SES00032982,USR006387,AT005,2026-08-17T02:19:00,2026-08-17T02:19:58,completed,3,mobile,CON00020707
SES00032983,USR006388,AT002,2026-01-29T19:04:00,2026-01-29T19:04:52,completed,2,desktop,CON00020710
SES00032984,USR006388,AT005,2026-01-30T12:38:00,2026-01-30T12:39:04,completed,4,desktop,CON00020710
SES00032985,USR006388,AT004,2026-05-09T21:21:00,2026-05-09T21:22:03,completed,1,mobile,CON00020710
SES00032986,USR006388,AT003,2026-05-18T00:28:00,2026-05-18T00:28:34,completed,3,desktop,CON00020710
SES00032987,USR006388,AT005,2026-08-12T12:50:00,,interrupted,2,mobile,CON00020710
SES00032988,USR006389,AT003,2026-01-11T20:49:00,2026-01-11T20:49:48,completed,1,mobile,CON00020713
SES00032989,USR006389,AT003,2026-01-29T16:30:00,2026-01-29T16:30:43,completed,1,mobile,CON00020713
SES00032990,USR006389,AT004,2026-03-21T00:01:00,2026-03-21T00:01:50,completed,3,desktop,CON00020713
SES00032991,USR006389,AT001,2026-04-21T23:23:00,2026-04-21T23:24:16,completed,2,mobile,CON00020713
SES00032992,USR006389,AT001,2026-06-01T17:50:00,2026-06-01T17:50:50,completed,1,mobile,CON00020713
SES00032993,USR006389,AT003,2026-06-28T16:53:00,2026-06-28T16:53:56,completed,1,mobile,CON00020713
SES00032994,USR006389,AT002,2026-07-12T18:37:00,2026-07-12T18:38:32,completed,1,mobile,CON00020713
SES00032995,USR006389,AT003,2026-09-10T18:36:00,,abandoned,3,mobile,CON00020713
SES00032996,USR006390,AT002,2026-01-08T16:35:00,2026-01-08T16:36:17,completed,3,mobile,CON00020717
SES00032997,USR006390,AT002,2026-02-12T09:52:00,2026-02-12T09:52:41,completed,2,mobile,CON00020717
SES00032998,USR006390,AT003,2026-05-23T18:33:00,,abandoned,4,desktop,CON00020717
SES00032999,USR006390,AT002,2026-07-21T20:36:00,2026-07-21T20:37:09,completed,3,mobile,CON00020717
SES00033000,USR006390,AT003,2026-08-23T19:43:00,2026-08-23T19:43:42,completed,2,mobile,CON00020717
SES00033001,USR006390,AT001,2026-09-01T12:15:00,2026-09-01T12:16:08,completed,4,mobile,CON00020717
SES00033002,USR006391,AT002,2025-12-24T23:34:00,,abandoned,1,mobile,CON00020720
SES00033003,USR006391,AT003,2026-01-24T20:56:00,2026-01-24T20:57:27,completed,4,mobile,CON00020720
SES00033004,USR006391,AT002,2026-03-14T03:21:00,2026-03-14T03:21:35,completed,4,mobile,CON00020720
SES00033005,USR006391,AT002,2026-04-04T01:36:00,2026-04-04T01:37:16,completed,1,mobile,CON00020720
SES00033006,USR006391,AT002,2026-05-19T07:19:00,2026-05-19T07:19:55,completed,2,desktop,CON00020720
SES00033007,USR006391,AT002,2026-05-29T05:31:00,2026-05-29T05:31:47,completed,3,desktop,CON00020720
SES00033008,USR006391,AT003,2026-08-11T21:41:00,2026-08-11T21:41:53,completed,2,desktop,CON00020720
SES00033009,USR006393,AT003,2025-12-16T01:08:00,2025-12-16T01:08:55,completed,1,mobile,CON00020725
SES00033010,USR006393,AT005,2025-12-20T00:46:00,2025-12-20T00:47:14,completed,3,mobile,CON00020725
SES00033011,USR006393,AT001,2026-01-12T00:02:00,2026-01-12T00:03:07,completed,1,tablet,CON00020725
SES00033012,USR006393,AT002,2026-01-13T03:23:00,2026-01-13T03:24:07,completed,2,tablet,CON00020725
SES00033013,USR006393,AT002,2026-04-23T22:17:00,2026-04-23T22:17:41,completed,3,desktop,CON00020725
SES00033014,USR006393,AT002,2026-05-05T23:12:00,,interrupted,3,mobile,CON00020725
SES00033015,USR006393,AT003,2026-07-25T17:15:00,2026-07-25T17:15:57,completed,4,mobile,CON00020725
SES00033016,USR006393,AT005,2026-08-11T18:08:00,2026-08-11T18:08:53,completed,3,mobile,CON00020725
SES00033017,USR006394,AT003,2026-03-12T06:03:00,2026-03-12T06:03:46,completed,3,mobile,CON00020729
SES00033018,USR006394,AT003,2026-05-05T17:31:00,2026-05-05T17:32:00,completed,2,mobile,CON00020729
SES00033019,USR006394,AT005,2026-06-15T14:55:00,2026-06-15T14:55:51,completed,3,mobile,CON00020729
SES00033020,USR006394,AT001,2026-06-16T10:50:00,2026-06-16T10:51:17,completed,2,mobile,CON00020729
SES00033021,USR006394,AT001,2026-08-03T17:25:00,2026-08-03T17:25:53,completed,1,mobile,CON00020729
SES00033022,USR006395,AT004,2026-01-16T22:07:00,2026-01-16T22:07:49,completed,1,mobile,CON00020732
SES00033023,USR006395,AT005,2026-02-12T19:23:00,2026-02-12T19:23:36,completed,4,desktop,CON00020732
SES00033024,USR006395,AT005,2026-03-02T19:20:00,2026-03-02T19:21:20,completed,1,mobile,CON00020732
SES00033025,USR006395,AT001,2026-03-06T15:19:00,2026-03-06T15:19:45,completed,4,mobile,CON00020732
SES00033026,USR006395,AT001,2026-09-02T13:59:00,,abandoned,4,tablet,CON00020732
SES00033027,USR006397,AT004,2025-10-29T08:55:00,2025-10-29T08:56:07,completed,4,desktop,CON00020738
SES00033028,USR006397,AT002,2025-12-01T15:53:00,2025-12-01T15:53:57,completed,1,mobile,CON00020738
SES00033029,USR006397,AT004,2026-01-04T17:51:00,2026-01-04T17:51:39,completed,3,mobile,CON00020738
SES00033030,USR006397,AT005,2026-02-02T09:53:00,2026-02-02T09:54:31,completed,4,mobile,CON00020738
SES00033031,USR006397,AT005,2026-02-11T09:11:00,2026-02-11T09:11:39,completed,4,mobile,CON00020738
SES00033032,USR006397,AT001,2026-03-26T06:15:00,2026-03-26T06:16:17,completed,1,mobile,CON00020738
SES00033033,USR006397,AT005,2026-05-11T14:05:00,2026-05-11T14:05:47,completed,2,mobile,CON00020738
SES00033034,USR006397,AT001,2026-05-20T17:15:00,2026-05-20T17:16:14,completed,1,desktop,CON00020738
SES00033035,USR006398,AT002,2025-12-10T13:50:00,2025-12-10T13:51:15,completed,3,mobile,CON00020741
SES00033036,USR006398,AT002,2026-01-05T13:15:00,2026-01-05T13:15:40,completed,2,mobile,CON00020741
SES00033037,USR006398,AT003,2026-01-10T15:56:00,2026-01-10T15:57:08,completed,4,mobile,CON00020741
SES00033038,USR006398,AT002,2026-07-17T09:10:00,2026-07-17T09:11:08,completed,1,desktop,CON00020741
SES00033039,USR006399,AT003,2025-11-05T18:36:00,2025-11-05T18:36:55,completed,1,desktop,CON00020744
SES00033040,USR006399,AT004,2026-06-29T13:01:00,2026-06-29T13:01:48,completed,4,mobile,CON00020744
SES00033041,USR006399,AT001,2026-07-04T18:50:00,2026-07-04T18:51:14,completed,4,desktop,CON00020744
SES00033042,USR006399,AT004,2026-07-22T06:36:00,2026-07-22T06:36:57,completed,4,mobile,CON00020744
SES00033043,USR006400,AT001,2025-10-26T22:52:00,2025-10-26T22:52:47,completed,1,mobile,CON00020748
SES00033044,USR006400,AT002,2025-12-16T18:53:00,2025-12-16T18:53:50,completed,4,mobile,CON00020748
SES00033045,USR006400,AT005,2026-04-14T00:26:00,2026-04-14T00:26:50,completed,3,tablet,CON00020748
SES00033046,USR006400,AT002,2026-04-21T01:24:00,2026-04-21T01:25:09,completed,4,mobile,CON00020748
SES00033047,USR006400,AT005,2026-07-02T19:27:00,2026-07-02T19:27:59,completed,4,mobile,CON00020748
SES00033048,USR006400,AT001,2026-07-16T23:15:00,2026-07-16T23:15:53,completed,4,mobile,CON00020748
SES00033049,USR006400,AT002,2026-08-26T20:22:00,2026-08-26T20:23:06,completed,2,desktop,CON00020748
SES00033050,USR006400,AT005,2026-08-29T16:17:00,2026-08-29T16:17:53,completed,1,mobile,CON00020748
SES00033051,USR006401,AT004,2025-11-27T21:25:00,2025-11-27T21:26:22,completed,3,mobile,CON00020752
SES00033052,USR006401,AT001,2026-01-03T00:05:00,2026-01-03T00:05:51,completed,4,mobile,CON00020752
SES00033053,USR006401,AT001,2026-01-13T03:19:00,2026-01-13T03:19:59,completed,2,desktop,CON00020752
SES00033054,USR006401,AT003,2026-02-11T19:29:00,2026-02-11T19:29:49,completed,1,desktop,CON00020752
SES00033055,USR006401,AT004,2026-04-16T04:32:00,2026-04-16T04:33:24,completed,1,mobile,CON00020752
SES00033056,USR006401,AT001,2026-04-19T02:40:00,2026-04-19T02:40:44,completed,4,mobile,CON00020752
SES00033057,USR006401,AT002,2026-05-30T01:24:00,2026-05-30T01:25:21,completed,2,mobile,CON00020752
SES00033058,USR006401,AT005,2026-06-28T01:23:00,2026-06-28T01:24:24,completed,2,tablet,CON00020752
SES00033059,USR006401,AT003,2026-08-26T18:27:00,2026-08-26T18:28:18,completed,4,desktop,CON00020752
SES00033060,USR006402,AT005,2026-03-29T09:41:00,2026-03-29T09:42:09,completed,3,mobile,CON00020756
SES00033061,USR006402,AT005,2026-04-21T10:48:00,2026-04-21T10:49:05,completed,3,tablet,CON00020756
SES00033062,USR006402,AT003,2026-05-28T10:51:00,2026-05-28T10:51:53,completed,2,tablet,CON00020756
SES00033063,USR006402,AT003,2026-05-31T18:29:00,2026-05-31T18:30:04,completed,4,tablet,CON00020756
SES00033064,USR006402,AT005,2026-07-02T18:08:00,2026-07-02T18:08:55,completed,2,desktop,CON00020756
SES00033065,USR006402,AT005,2026-07-26T14:01:00,2026-07-26T14:01:41,completed,1,mobile,CON00020756
SES00033066,USR006402,AT005,2026-08-11T13:09:00,2026-08-11T13:10:09,completed,4,mobile,CON00020756
SES00033067,USR006402,AT002,2026-08-13T09:50:00,2026-08-13T09:50:42,completed,3,mobile,CON00020756
SES00033068,USR006404,AT004,2025-12-30T19:18:00,,interrupted,4,mobile,CON00020761
SES00033069,USR006404,AT005,2026-01-17T15:43:00,2026-01-17T15:43:59,completed,4,mobile,CON00020761
SES00033070,USR006404,AT005,2026-01-18T18:08:00,,interrupted,2,mobile,CON00020761
SES00033071,USR006404,AT004,2026-03-29T23:38:00,2026-03-29T23:38:42,completed,4,mobile,CON00020761
SES00033072,USR006404,AT001,2026-06-11T23:55:00,2026-06-11T23:56:18,completed,3,mobile,CON00020761
SES00033073,USR006404,AT001,2026-07-19T18:33:00,2026-07-19T18:34:00,completed,4,mobile,CON00020761
SES00033074,USR006404,AT001,2026-07-27T22:31:00,2026-07-27T22:31:55,completed,2,tablet,CON00020761
SES00033075,USR006404,AT003,2026-08-04T13:40:00,2026-08-04T13:41:25,completed,2,mobile,CON00020761
SES00033076,USR006405,AT001,2026-02-20T19:27:00,2026-02-20T19:27:37,completed,3,tablet,CON00020766
SES00033077,USR006405,AT004,2026-05-02T08:53:00,2026-05-02T08:54:01,completed,2,mobile,CON00020766
SES00033078,USR006405,AT003,2026-05-24T20:00:00,2026-05-24T20:01:26,completed,4,tablet,CON00020766
SES00033079,USR006405,AT004,2026-06-27T18:31:00,2026-06-27T18:31:50,completed,2,mobile,CON00020766
SES00033080,USR006405,AT004,2026-08-05T20:55:00,2026-08-05T20:56:08,completed,2,mobile,CON00020766
SES00033081,USR006405,AT003,2026-09-05T16:52:00,2026-09-05T16:52:53,completed,1,mobile,CON00020766
SES00033082,USR006406,AT002,2026-01-17T09:44:00,2026-01-17T09:44:36,completed,3,desktop,CON00020769
SES00033083,USR006406,AT002,2026-01-30T17:46:00,2026-01-30T17:47:09,completed,3,mobile,CON00020769
SES00033084,USR006406,AT003,2026-02-05T16:42:00,2026-02-05T16:42:36,completed,1,mobile,CON00020769
SES00033085,USR006406,AT001,2026-02-17T09:30:00,2026-02-17T09:31:24,completed,1,mobile,CON00020769
SES00033086,USR006406,AT003,2026-04-12T05:22:00,2026-04-12T05:22:32,completed,1,mobile,CON00020769
SES00033087,USR006406,AT001,2026-05-11T09:19:00,,abandoned,2,mobile,CON00020769
SES00033088,USR006406,AT002,2026-08-02T07:28:00,2026-08-02T07:28:54,completed,2,mobile,CON00020769
SES00033089,USR006407,AT004,2026-01-12T02:04:00,2026-01-12T02:04:53,completed,2,mobile,CON00020772
SES00033090,USR006407,AT002,2026-04-16T12:00:00,2026-04-16T12:00:47,completed,4,mobile,CON00020772
SES00033091,USR006407,AT003,2026-07-14T06:26:00,2026-07-14T06:26:50,completed,4,mobile,CON00020772
SES00033092,USR006407,AT004,2026-08-19T02:33:00,2026-08-19T02:33:55,completed,3,mobile,CON00020772
SES00033093,USR006408,AT003,2025-11-16T17:37:00,2025-11-16T17:37:42,completed,2,mobile,CON00020775
SES00033094,USR006408,AT002,2026-02-19T17:07:00,,interrupted,2,desktop,CON00020775
SES00033095,USR006408,AT005,2026-03-13T17:37:00,2026-03-13T17:37:41,completed,4,mobile,CON00020775
SES00033096,USR006408,AT001,2026-05-06T13:25:00,2026-05-06T13:26:13,completed,2,mobile,CON00020775
SES00033097,USR006408,AT003,2026-05-18T08:33:00,2026-05-18T08:34:25,completed,4,desktop,CON00020775
SES00033098,USR006408,AT004,2026-08-11T10:15:00,2026-08-11T10:16:22,completed,3,mobile,CON00020775
SES00033099,USR006408,AT005,2026-08-18T16:28:00,2026-08-18T16:29:00,completed,4,mobile,CON00020775
SES00033100,USR006409,AT003,2025-11-20T00:49:00,2025-11-20T00:50:13,completed,3,mobile,CON00020778
SES00033101,USR006409,AT005,2025-12-28T19:55:00,2025-12-28T19:56:09,completed,4,tablet,CON00020778
SES00033102,USR006409,AT001,2026-03-02T03:26:00,2026-03-02T03:26:48,completed,4,mobile,CON00020778
SES00033103,USR006409,AT002,2026-05-04T21:27:00,2026-05-04T21:28:08,completed,4,desktop,CON00020778
SES00033104,USR006409,AT003,2026-06-13T01:34:00,,interrupted,1,mobile,CON00020778
SES00033105,USR006409,AT002,2026-07-30T21:59:00,,interrupted,2,mobile,CON00020778
SES00033106,USR006409,AT001,2026-09-12T05:26:00,2026-09-12T05:26:42,completed,1,desktop,CON00020778
SES00033107,USR006410,AT002,2026-02-10T05:32:00,2026-02-10T05:33:07,completed,2,mobile,CON00020781
SES00033108,USR006410,AT004,2026-04-15T05:00:00,2026-04-15T05:00:57,completed,3,mobile,CON00020781
SES00033109,USR006410,AT005,2026-05-06T20:11:00,2026-05-06T20:11:57,completed,3,mobile,CON00020781
SES00033110,USR006410,AT005,2026-05-27T19:57:00,2026-05-27T19:57:53,completed,3,mobile,CON00020781
SES00033111,USR006410,AT001,2026-07-17T01:38:00,2026-07-17T01:39:27,completed,4,mobile,CON00020781
SES00033112,USR006410,AT002,2026-07-27T19:07:00,2026-07-27T19:07:36,completed,1,mobile,CON00020781
SES00033113,USR006410,AT002,2026-08-24T01:14:00,2026-08-24T01:14:38,completed,4,mobile,CON00020781
SES00033114,USR006410,AT001,2026-08-30T17:52:00,2026-08-30T17:52:37,completed,3,mobile,CON00020781
SES00033115,USR006411,AT004,2025-10-19T06:11:00,2025-10-19T06:12:11,completed,1,mobile,CON00020784
SES00033116,USR006411,AT003,2025-10-23T05:21:00,2025-10-23T05:22:01,completed,3,mobile,CON00020784
SES00033117,USR006411,AT004,2025-12-14T00:26:00,2025-12-14T00:26:45,completed,2,desktop,CON00020784
SES00033118,USR006411,AT004,2026-04-02T09:33:00,2026-04-02T09:34:03,completed,1,tablet,CON00020784
SES00033119,USR006411,AT002,2026-06-05T05:10:00,2026-06-05T05:10:59,completed,2,mobile,CON00020784
SES00033120,USR006411,AT004,2026-07-20T12:54:00,2026-07-20T12:55:11,completed,1,tablet,CON00020784
SES00033121,USR006413,AT005,2026-03-10T14:33:00,,abandoned,3,mobile,CON00020789
SES00033122,USR006413,AT001,2026-04-21T19:24:00,2026-04-21T19:25:02,completed,3,desktop,CON00020789
SES00033123,USR006413,AT003,2026-06-25T15:00:00,2026-06-25T15:01:28,completed,1,mobile,CON00020789
SES00033124,USR006413,AT002,2026-07-14T17:03:00,2026-07-14T17:03:58,completed,4,tablet,CON00020789
SES00033125,USR006413,AT004,2026-07-22T12:09:00,,interrupted,2,mobile,CON00020789
SES00033126,USR006413,AT004,2026-07-27T20:31:00,2026-07-27T20:31:59,completed,2,mobile,CON00020789
SES00033127,USR006414,AT001,2026-04-06T15:52:00,,interrupted,1,mobile,CON00020792
SES00033128,USR006414,AT002,2026-05-09T17:00:00,2026-05-09T17:00:36,completed,4,mobile,CON00020792
SES00033129,USR006414,AT001,2026-06-16T09:32:00,2026-06-16T09:32:58,completed,3,mobile,CON00020792
SES00033130,USR006414,AT003,2026-07-05T10:33:00,2026-07-05T10:33:32,completed,1,mobile,CON00020792
SES00033131,USR006417,AT003,2025-10-24T09:55:00,2025-10-24T09:56:25,completed,3,mobile,CON00020801
SES00033132,USR006417,AT005,2025-11-21T02:42:00,2025-11-21T02:42:51,completed,2,mobile,CON00020801
SES00033133,USR006417,AT002,2026-02-07T09:19:00,,abandoned,3,mobile,CON00020801
SES00033134,USR006417,AT002,2026-05-04T00:13:00,2026-05-04T00:14:20,completed,1,mobile,CON00020801
SES00033135,USR006417,AT005,2026-07-22T00:47:00,2026-07-22T00:48:13,completed,4,mobile,CON00020801
SES00033136,USR006417,AT001,2026-08-14T06:49:00,2026-08-14T06:49:52,completed,3,mobile,CON00020801
SES00033137,USR006417,AT004,2026-09-01T05:04:00,2026-09-01T05:05:11,completed,2,tablet,CON00020801
SES00033138,USR006418,AT002,2026-03-11T01:43:00,2026-03-11T01:44:16,completed,1,desktop,CON00020805
SES00033139,USR006418,AT004,2026-04-30T05:07:00,2026-04-30T05:08:17,completed,3,desktop,CON00020805
SES00033140,USR006418,AT002,2026-05-31T19:52:00,2026-05-31T19:52:53,completed,2,desktop,CON00020805
SES00033141,USR006418,AT005,2026-09-05T06:59:00,2026-09-05T06:59:50,completed,4,mobile,CON00020805
SES00033142,USR006419,AT003,2026-01-13T06:54:00,2026-01-13T06:55:29,completed,4,mobile,CON00020808
SES00033143,USR006419,AT001,2026-06-02T04:15:00,2026-06-02T04:16:30,completed,2,mobile,CON00020808
SES00033144,USR006419,AT003,2026-06-25T19:07:00,2026-06-25T19:07:46,completed,2,mobile,CON00020808
SES00033145,USR006419,AT005,2026-07-19T19:35:00,2026-07-19T19:36:18,completed,3,mobile,CON00020808
SES00033146,USR006420,AT005,2026-04-23T10:27:00,2026-04-23T10:28:08,completed,2,desktop,CON00020811
SES00033147,USR006420,AT003,2026-04-27T14:47:00,2026-04-27T14:47:54,completed,3,mobile,CON00020811
SES00033148,USR006420,AT003,2026-05-21T09:21:00,2026-05-21T09:21:43,completed,1,tablet,CON00020811
SES00033149,USR006420,AT004,2026-05-28T03:01:00,2026-05-28T03:02:03,completed,3,mobile,CON00020811
SES00033150,USR006420,AT002,2026-06-10T03:09:00,2026-06-10T03:10:02,completed,4,mobile,CON00020811
SES00033151,USR006421,AT004,2026-03-12T00:17:00,2026-03-12T00:18:20,completed,3,mobile,CON00020814
SES00033152,USR006421,AT002,2026-04-12T22:19:00,2026-04-12T22:20:05,completed,1,mobile,CON00020814
SES00033153,USR006421,AT002,2026-07-04T21:47:00,2026-07-04T21:47:35,completed,4,mobile,CON00020814
SES00033154,USR006421,AT002,2026-08-18T16:22:00,2026-08-18T16:22:49,completed,4,tablet,CON00020814
SES00033155,USR006421,AT002,2026-09-01T16:27:00,2026-09-01T16:27:47,completed,4,mobile,CON00020814
SES00033156,USR006422,AT003,2026-01-08T21:49:00,2026-01-08T21:50:30,completed,4,mobile,CON00020818
SES00033157,USR006422,AT001,2026-02-19T08:53:00,2026-02-19T08:54:12,completed,3,mobile,CON00020818
SES00033158,USR006422,AT004,2026-04-11T04:11:00,,interrupted,4,mobile,CON00020818
SES00033159,USR006422,AT004,2026-07-16T21:54:00,2026-07-16T21:54:57,completed,3,mobile,CON00020818
SES00033160,USR006423,AT001,2026-03-24T05:15:00,2026-03-24T05:15:35,completed,3,desktop,CON00020821
SES00033161,USR006423,AT004,2026-06-15T20:27:00,,abandoned,2,mobile,CON00020821
SES00033162,USR006423,AT001,2026-06-21T01:53:00,2026-06-21T01:53:56,completed,1,desktop,CON00020821
SES00033163,USR006423,AT002,2026-06-24T02:30:00,2026-06-24T02:30:52,completed,4,mobile,CON00020821
SES00033164,USR006423,AT002,2026-07-06T06:11:00,2026-07-06T06:12:06,completed,3,mobile,CON00020821
