action_id,recommendation_id,user_id,action_type,action_status,action_at
ACT00002657,REC00003645,USR005447,viewed,viewed,2026-08-23T06:00:00
ACT00002658,REC00003646,USR005450,completed,completed,2026-07-16T04:00:00
ACT00002659,REC00003650,USR005456,viewed,viewed,2026-07-16T07:00:00
ACT00002660,REC00003651,USR005457,viewed,viewed,2026-07-05T06:00:00
ACT00002661,REC00003652,USR005458,viewed,viewed,2026-09-15T05:00:00
ACT00002662,REC00003653,USR005459,viewed,viewed,2026-09-07T06:00:00
ACT00002663,REC00003654,USR005460,acknowledged,acknowledged,2026-07-28T10:00:00
ACT00002664,REC00003656,USR005462,completed,completed,2026-09-16T18:00:00
ACT00002665,REC00003657,USR005463,viewed,viewed,2026-07-15T00:00:00
ACT00002666,REC00003659,USR005465,acknowledged,acknowledged,2026-07-24T12:00:00
ACT00002667,REC00003660,USR005466,viewed,viewed,2026-05-07T01:00:00
ACT00002668,REC00003662,USR005472,completed,completed,2026-07-12T15:00:00
ACT00002669,REC00003663,USR005473,viewed,viewed,2026-05-05T06:00:00
ACT00002670,REC00003664,USR005475,completed,completed,2026-05-01T18:00:00
ACT00002671,REC00003665,USR005476,completed,completed,2026-04-20T20:00:00
ACT00002672,REC00003666,USR005477,viewed,viewed,2026-03-30T21:00:00
ACT00002673,REC00003667,USR005478,completed,completed,2026-08-11T06:00:00
ACT00002674,REC00003668,USR005480,completed,completed,2026-09-17T06:00:00
ACT00002675,REC00003670,USR005484,viewed,viewed,2026-01-14T23:00:00
ACT00002676,REC00003671,USR005485,dismissed,dismissed,2026-07-02T20:00:00
ACT00002677,REC00003672,USR005487,completed,completed,2026-07-02T03:00:00
ACT00002678,REC00003677,USR005494,acknowledged,acknowledged,2026-03-07T01:00:00
ACT00002679,REC00003678,USR005494,acknowledged,acknowledged,2026-03-14T21:00:00
ACT00002680,REC00003679,USR005495,viewed,viewed,2026-05-15T19:00:00
ACT00002681,REC00003681,USR005498,acknowledged,acknowledged,2026-09-16T02:00:00
ACT00002682,REC00003683,USR005500,viewed,viewed,2026-09-15T05:00:00
ACT00002683,REC00003684,USR005502,acknowledged,acknowledged,2026-06-18T23:00:00
ACT00002684,REC00003685,USR005503,viewed,viewed,2026-08-10T23:00:00
ACT00002685,REC00003686,USR005504,acknowledged,acknowledged,2026-03-27T21:00:00
ACT00002686,REC00003687,USR005505,completed,completed,2026-01-17T07:00:00
ACT00002687,REC00003688,USR005506,viewed,viewed,2026-07-09T11:00:00
ACT00002688,REC00003689,USR005507,viewed,viewed,2026-09-05T19:00:00
ACT00002689,REC00003690,USR005507,viewed,viewed,2026-07-24T03:00:00
ACT00002690,REC00003692,USR005508,viewed,viewed,2026-07-03T14:00:00
ACT00002691,REC00003694,USR005510,viewed,viewed,2026-08-07T18:00:00
ACT00002692,REC00003695,USR005511,dismissed,dismissed,2026-06-16T15:00:00
ACT00002693,REC00003696,USR005513,viewed,viewed,2026-07-25T15:00:00
ACT00002694,REC00003697,USR005514,viewed,viewed,2026-07-24T16:00:00
ACT00002695,REC00003699,USR005515,acknowledged,acknowledged,2026-08-03T10:00:00
ACT00002696,REC00003701,USR005518,dismissed,dismissed,2026-09-06T02:00:00
ACT00002697,REC00003702,USR005522,acknowledged,acknowledged,2026-09-17T19:00:00
ACT00002698,REC00003704,USR005523,viewed,viewed,2026-07-24T18:00:00
ACT00002699,REC00003705,USR005527,viewed,viewed,2026-06-11T03:00:00
ACT00002700,REC00003706,USR005531,acknowledged,acknowledged,2026-09-05T18:00:00
ACT00002701,REC00003708,USR005537,acknowledged,acknowledged,2026-09-05T05:00:00
ACT00002702,REC00003709,USR005538,acknowledged,acknowledged,2026-09-14T17:00:00
ACT00002703,REC00003710,USR005539,dismissed,dismissed,2026-06-04T22:00:00
ACT00002704,REC00003711,USR005540,completed,completed,2026-07-02T00:00:00
ACT00002705,REC00003713,USR005544,dismissed,dismissed,2026-04-04T03:00:00
ACT00002706,REC00003714,USR005546,dismissed,dismissed,2026-09-17T02:00:00
ACT00002707,REC00003715,USR005547,viewed,viewed,2026-04-08T17:00:00
ACT00002708,REC00003716,USR005550,viewed,viewed,2026-03-04T06:00:00
ACT00002709,REC00003720,USR005554,dismissed,dismissed,2026-07-07T09:00:00
ACT00002710,REC00003722,USR005556,viewed,viewed,2026-09-11T02:00:00
ACT00002711,REC00003723,USR005558,completed,completed,2026-09-16T00:00:00
ACT00002712,REC00003724,USR005559,completed,completed,2026-08-25T05:00:00
ACT00002713,REC00003726,USR005560,completed,completed,2026-06-19T09:00:00
ACT00002714,REC00003727,USR005561,dismissed,dismissed,2026-06-20T03:00:00
ACT00002715,REC00003728,USR005562,viewed,viewed,2026-07-30T18:00:00
ACT00002716,REC00003732,USR005569,viewed,viewed,2026-04-16T20:00:00
ACT00002717,REC00003733,USR005570,completed,completed,2026-06-03T18:00:00
ACT00002718,REC00003734,USR005571,viewed,viewed,2026-05-15T12:00:00
ACT00002719,REC00003735,USR005573,completed,completed,2026-05-18T15:00:00
ACT00002720,REC00003736,USR005574,completed,completed,2026-03-27T06:00:00
ACT00002721,REC00003737,USR005576,viewed,viewed,2026-09-16T05:00:00
ACT00002722,REC00003739,USR005578,completed,completed,2026-07-14T19:00:00
ACT00002723,REC00003740,USR005579,viewed,viewed,2026-05-12T04:00:00
ACT00002724,REC00003741,USR005580,acknowledged,acknowledged,2026-04-27T10:00:00
ACT00002725,REC00003742,USR005582,completed,completed,2026-07-29T23:00:00
ACT00002726,REC00003743,USR005585,viewed,viewed,2026-09-14T17:00:00
ACT00002727,REC00003744,USR005585,acknowledged,acknowledged,2026-08-14T05:00:00
ACT00002728,REC00003745,USR005587,acknowledged,acknowledged,2026-05-20T10:00:00
ACT00002729,REC00003746,USR005590,completed,completed,2026-07-02T01:00:00
ACT00002730,REC00003747,USR005593,viewed,viewed,2026-07-09T15:00:00
ACT00002731,REC00003748,USR005594,acknowledged,acknowledged,2026-03-03T04:00:00
ACT00002732,REC00003749,USR005595,completed,completed,2026-02-17T08:00:00
ACT00002733,REC00003750,USR005597,viewed,viewed,2026-05-04T23:00:00
ACT00002734,REC00003751,USR005599,completed,completed,2026-08-13T22:00:00
ACT00002735,REC00003752,USR005603,viewed,viewed,2026-09-13T07:00:00
ACT00002736,REC00003753,USR005605,completed,completed,2026-04-19T13:00:00
ACT00002737,REC00003754,USR005606,viewed,viewed,2026-07-20T13:00:00
ACT00002738,REC00003755,USR005606,completed,completed,2026-03-15T23:00:00
ACT00002739,REC00003756,USR005607,acknowledged,acknowledged,2026-09-17T18:00:00
ACT00002740,REC00003757,USR005607,viewed,viewed,2026-06-12T20:00:00
ACT00002741,REC00003758,USR005612,viewed,viewed,2026-08-11T14:00:00
ACT00002742,REC00003759,USR005613,dismissed,dismissed,2026-09-11T02:00:00
ACT00002743,REC00003760,USR005614,acknowledged,acknowledged,2026-09-17T02:00:00
ACT00002744,REC00003762,USR005616,viewed,viewed,2026-07-06T02:00:00
ACT00002745,REC00003763,USR005619,viewed,viewed,2026-09-15T17:00:00
ACT00002746,REC00003764,USR005620,viewed,viewed,2026-09-05T05:00:00
ACT00002747,REC00003765,USR005622,viewed,viewed,2026-05-16T18:00:00
ACT00002748,REC00003767,USR005626,viewed,viewed,2026-07-23T13:00:00
ACT00002749,REC00003769,USR005627,viewed,viewed,2026-06-11T01:00:00
ACT00002750,REC00003770,USR005629,completed,completed,2026-04-16T09:00:00
ACT00002751,REC00003771,USR005630,viewed,viewed,2026-07-14T18:00:00
ACT00002752,REC00003772,USR005631,completed,completed,2026-01-23T17:00:00
ACT00002753,REC00003774,USR005634,completed,completed,2026-05-22T10:00:00
ACT00002754,REC00003775,USR005636,viewed,viewed,2026-09-18T07:00:00
ACT00002755,REC00003776,USR005637,completed,completed,2026-09-11T16:00:00
ACT00002756,REC00003777,USR005638,viewed,viewed,2026-04-11T03:00:00
ACT00002757,REC00003781,USR005643,viewed,viewed,2026-06-29T17:00:00
ACT00002758,REC00003787,USR005656,viewed,viewed,2026-09-16T15:00:00
ACT00002759,REC00003789,USR005658,viewed,viewed,2026-08-02T02:00:00
ACT00002760,REC00003792,USR005662,acknowledged,acknowledged,2026-04-17T16:00:00
ACT00002761,REC00003793,USR005663,acknowledged,acknowledged,2026-02-17T20:00:00
ACT00002762,REC00003794,USR005664,acknowledged,acknowledged,2026-06-26T21:00:00
ACT00002763,REC00003797,USR005667,viewed,viewed,2026-09-17T09:00:00
ACT00002764,REC00003798,USR005668,viewed,viewed,2026-02-26T14:00:00
ACT00002765,REC00003799,USR005670,acknowledged,acknowledged,2026-04-23T03:00:00
ACT00002766,REC00003803,USR005676,completed,completed,2026-04-26T18:00:00
ACT00002767,REC00003804,USR005677,dismissed,dismissed,2026-06-07T11:00:00
ACT00002768,REC00003807,USR005681,completed,completed,2026-04-15T20:00:00
ACT00002769,REC00003808,USR005683,acknowledged,acknowledged,2026-04-11T19:00:00
ACT00002770,REC00003809,USR005684,acknowledged,acknowledged,2026-03-20T09:00:00
ACT00002771,REC00003811,USR005691,viewed,viewed,2026-08-03T19:00:00
ACT00002772,REC00003812,USR005691,completed,completed,2026-03-17T03:00:00
ACT00002773,REC00003816,USR005698,acknowledged,acknowledged,2026-09-18T02:00:00
ACT00002774,REC00003817,USR005700,viewed,viewed,2026-07-14T20:00:00
ACT00002775,REC00003821,USR005703,acknowledged,acknowledged,2026-09-17T12:00:00
ACT00002776,REC00003822,USR005704,acknowledged,acknowledged,2026-09-03T00:00:00
ACT00002777,REC00003823,USR005705,viewed,viewed,2026-07-29T00:00:00
ACT00002778,REC00003824,USR005707,acknowledged,acknowledged,2026-06-11T20:00:00
ACT00002779,REC00003826,USR005709,viewed,viewed,2026-04-23T20:00:00
ACT00002780,REC00003827,USR005710,completed,completed,2026-07-28T16:00:00
ACT00002781,REC00003828,USR005712,completed,completed,2026-07-14T19:00:00
ACT00002782,REC00003829,USR005713,completed,completed,2026-04-04T16:00:00
ACT00002783,REC00003830,USR005714,dismissed,dismissed,2026-07-31T13:00:00
ACT00002784,REC00003831,USR005717,viewed,viewed,2026-08-10T07:00:00
ACT00002785,REC00003832,USR005718,dismissed,dismissed,2026-03-07T13:00:00
ACT00002786,REC00003833,USR005720,viewed,viewed,2026-07-16T13:00:00
ACT00002787,REC00003834,USR005721,viewed,viewed,2026-09-06T09:00:00
ACT00002788,REC00003837,USR005723,viewed,viewed,2026-05-14T06:00:00
ACT00002789,REC00003838,USR005724,dismissed,dismissed,2026-05-18T02:00:00
ACT00002790,REC00003839,USR005727,completed,completed,2026-09-14T17:00:00
ACT00002791,REC00003841,USR005729,viewed,viewed,2026-05-21T09:00:00
ACT00002792,REC00003842,USR005731,viewed,viewed,2026-06-28T23:00:00
ACT00002793,REC00003843,USR005733,dismissed,dismissed,2026-05-08T15:00:00
ACT00002794,REC00003844,USR005736,acknowledged,acknowledged,2026-09-01T20:00:00
ACT00002795,REC00003845,USR005737,viewed,viewed,2026-07-12T20:00:00
ACT00002796,REC00003846,USR005737,completed,completed,2026-08-17T07:00:00
ACT00002797,REC00003848,USR005743,acknowledged,acknowledged,2026-09-12T00:00:00
ACT00002798,REC00003849,USR005744,viewed,viewed,2026-03-26T08:00:00
ACT00002799,REC00003850,USR005744,viewed,viewed,2026-02-15T03:00:00
ACT00002800,REC00003851,USR005745,dismissed,dismissed,2026-06-05T02:00:00
ACT00002801,REC00003853,USR005747,completed,completed,2026-06-11T23:00:00
ACT00002802,REC00003854,USR005748,viewed,viewed,2026-05-19T15:00:00
ACT00002803,REC00003855,USR005749,viewed,viewed,2026-05-06T11:00:00
ACT00002804,REC00003856,USR005750,viewed,viewed,2026-05-25T00:00:00
ACT00002805,REC00003857,USR005752,completed,completed,2026-02-12T16:00:00
ACT00002806,REC00003858,USR005755,acknowledged,acknowledged,2026-06-16T12:00:00
ACT00002807,REC00003859,USR005757,viewed,viewed,2026-08-17T02:00:00
ACT00002808,REC00003860,USR005758,dismissed,dismissed,2026-09-15T16:00:00
ACT00002809,REC00003862,USR005761,acknowledged,acknowledged,2026-05-11T19:00:00
ACT00002810,REC00003863,USR005761,acknowledged,acknowledged,2026-06-29T09:00:00
ACT00002811,REC00003864,USR005762,completed,completed,2026-02-25T06:00:00
ACT00002812,REC00003867,USR005765,completed,completed,2026-09-18T12:00:00
ACT00002813,REC00003868,USR005765,viewed,viewed,2026-05-31T08:00:00
ACT00002814,REC00003869,USR005766,viewed,viewed,2026-04-02T22:00:00
ACT00002815,REC00003872,USR005768,acknowledged,acknowledged,2026-08-22T14:00:00
ACT00002816,REC00003873,USR005769,viewed,viewed,2026-08-22T06:00:00
ACT00002817,REC00003874,USR005770,completed,completed,2026-07-10T19:00:00
ACT00002818,REC00003875,USR005771,viewed,viewed,2026-03-24T09:00:00
ACT00002819,REC00003876,USR005772,viewed,viewed,2026-03-31T23:00:00
ACT00002820,REC00003878,USR005774,viewed,viewed,2026-07-26T16:00:00
ACT00002821,REC00003880,USR005776,completed,completed,2026-09-14T23:00:00
ACT00002822,REC00003881,USR005777,viewed,viewed,2026-05-31T08:00:00
ACT00002823,REC00003883,USR005779,acknowledged,acknowledged,2026-09-13T13:00:00
ACT00002824,REC00003887,USR005781,dismissed,dismissed,2026-04-21T12:00:00
ACT00002825,REC00003888,USR005782,completed,completed,2026-07-26T23:00:00
ACT00002826,REC00003889,USR005786,completed,completed,2026-07-19T17:00:00
ACT00002827,REC00003890,USR005787,viewed,viewed,2026-07-05T21:00:00
ACT00002828,REC00003892,USR005793,acknowledged,acknowledged,2026-05-07T06:00:00
ACT00002829,REC00003893,USR005796,viewed,viewed,2026-09-16T08:00:00
ACT00002830,REC00003894,USR005799,viewed,viewed,2026-06-30T07:00:00
ACT00002831,REC00003895,USR005800,viewed,viewed,2026-08-19T00:00:00
ACT00002832,REC00003896,USR005801,completed,completed,2026-06-29T20:00:00
ACT00002833,REC00003897,USR005802,acknowledged,acknowledged,2026-06-23T18:00:00
ACT00002834,REC00003900,USR005805,viewed,viewed,2026-07-06T17:00:00
ACT00002835,REC00003901,USR005807,acknowledged,acknowledged,2026-09-16T21:00:00
ACT00002836,REC00003903,USR005811,viewed,viewed,2026-05-03T13:00:00
ACT00002837,REC00003905,USR005814,completed,completed,2026-07-16T18:00:00
ACT00002838,REC00003906,USR005815,viewed,viewed,2026-07-29T13:00:00
ACT00002839,REC00003907,USR005815,completed,completed,2026-02-02T23:00:00
ACT00002840,REC00003908,USR005816,completed,completed,2026-05-30T04:00:00
ACT00002841,REC00003909,USR005816,viewed,viewed,2026-06-19T04:00:00
ACT00002842,REC00003911,USR005820,dismissed,dismissed,2026-06-30T18:00:00
ACT00002843,REC00003912,USR005822,viewed,viewed,2026-09-15T05:00:00
ACT00002844,REC00003913,USR005825,viewed,viewed,2026-02-01T17:00:00
ACT00002845,REC00003914,USR005826,dismissed,dismissed,2026-09-15T08:00:00
ACT00002846,REC00003916,USR005830,acknowledged,acknowledged,2026-08-29T21:00:00
ACT00002847,REC00003917,USR005831,viewed,viewed,2026-08-21T17:00:00
ACT00002848,REC00003918,USR005833,dismissed,dismissed,2026-04-13T14:00:00
ACT00002849,REC00003919,USR005835,completed,completed,2026-02-26T03:00:00
ACT00002850,REC00003920,USR005838,completed,completed,2026-05-12T16:00:00
ACT00002851,REC00003922,USR005840,viewed,viewed,2026-09-18T01:00:00
ACT00002852,REC00003923,USR005841,completed,completed,2026-03-25T20:00:00
ACT00002853,REC00003924,USR005842,acknowledged,acknowledged,2026-02-08T12:00:00
ACT00002854,REC00003926,USR005844,viewed,viewed,2026-06-19T01:00:00
ACT00002855,REC00003929,USR005847,acknowledged,acknowledged,2026-09-16T04:00:00
ACT00002856,REC00003930,USR005850,viewed,viewed,2026-05-26T17:00:00
ACT00002857,REC00003931,USR005852,acknowledged,acknowledged,2026-06-07T09:00:00
ACT00002858,REC00003932,USR005854,dismissed,dismissed,2026-05-25T16:00:00
ACT00002859,REC00003934,USR005864,viewed,viewed,2026-04-16T01:00:00
ACT00002860,REC00003935,USR005865,dismissed,dismissed,2026-02-04T14:00:00
ACT00002861,REC00003936,USR005865,viewed,viewed,2026-06-17T01:00:00
ACT00002862,REC00003937,USR005867,viewed,viewed,2026-07-23T13:00:00
ACT00002863,REC00003939,USR005869,dismissed,dismissed,2026-05-06T16:00:00
ACT00002864,REC00003940,USR005870,viewed,viewed,2026-04-28T09:00:00
ACT00002865,REC00003941,USR005871,acknowledged,acknowledged,2026-06-21T11:00:00
ACT00002866,REC00003943,USR005875,viewed,viewed,2026-05-13T18:00:00
ACT00002867,REC00003944,USR005876,viewed,viewed,2026-06-15T10:00:00
ACT00002868,REC00003945,USR005877,viewed,viewed,2026-02-25T16:00:00
ACT00002869,REC00003948,USR005882,viewed,viewed,2026-08-01T12:00:00
ACT00002870,REC00003949,USR005884,viewed,viewed,2026-07-08T16:00:00
ACT00002871,REC00003950,USR005887,dismissed,dismissed,2026-05-30T17:00:00
ACT00002872,REC00003951,USR005892,acknowledged,acknowledged,2026-06-14T19:00:00
ACT00002873,REC00003952,USR005894,dismissed,dismissed,2026-09-08T01:00:00
ACT00002874,REC00003953,USR005895,acknowledged,acknowledged,2026-03-15T12:00:00
ACT00002875,REC00003954,USR005896,completed,completed,2026-06-22T14:00:00
ACT00002876,REC00003955,USR005896,viewed,viewed,2026-06-06T16:00:00
ACT00002877,REC00003956,USR005897,dismissed,dismissed,2026-06-14T00:00:00
ACT00002878,REC00003957,USR005898,acknowledged,acknowledged,2026-05-30T12:00:00
ACT00002879,REC00003959,USR005900,acknowledged,acknowledged,2026-02-18T17:00:00
ACT00002880,REC00003960,USR005901,viewed,viewed,2026-08-14T04:00:00
ACT00002881,REC00003961,USR005902,viewed,viewed,2026-09-02T16:00:00
ACT00002882,REC00003962,USR005903,viewed,viewed,2026-03-11T03:00:00
ACT00002883,REC00003963,USR005907,viewed,viewed,2026-07-28T21:00:00
ACT00002884,REC00003964,USR005908,viewed,viewed,2026-09-17T14:00:00
ACT00002885,REC00003966,USR005911,viewed,viewed,2026-04-26T13:00:00
ACT00002886,REC00003967,USR005915,viewed,viewed,2026-06-18T10:00:00
ACT00002887,REC00003968,USR005920,acknowledged,acknowledged,2026-06-01T05:00:00
ACT00002888,REC00003972,USR005925,viewed,viewed,2026-02-04T08:00:00
ACT00002889,REC00003973,USR005926,viewed,viewed,2026-09-15T02:00:00
ACT00002890,REC00003976,USR005930,viewed,viewed,2026-06-15T05:00:00
ACT00002891,REC00003977,USR005932,dismissed,dismissed,2026-09-14T17:00:00
ACT00002892,REC00003978,USR005933,viewed,viewed,2026-09-01T14:00:00
ACT00002893,REC00003979,USR005934,completed,completed,2026-02-20T01:00:00
ACT00002894,REC00003980,USR005935,viewed,viewed,2026-08-04T19:00:00
ACT00002895,REC00003981,USR005936,viewed,viewed,2026-03-30T01:00:00
ACT00002896,REC00003982,USR005938,acknowledged,acknowledged,2026-05-14T02:00:00
ACT00002897,REC00003984,USR005941,viewed,viewed,2026-03-20T02:00:00
ACT00002898,REC00003985,USR005942,viewed,viewed,2026-05-16T21:00:00
ACT00002899,REC00003986,USR005943,completed,completed,2026-07-02T06:00:00
ACT00002900,REC00003987,USR005945,viewed,viewed,2026-07-26T12:00:00
ACT00002901,REC00003988,USR005947,acknowledged,acknowledged,2026-09-02T08:00:00
ACT00002902,REC00003989,USR005948,viewed,viewed,2026-07-21T19:00:00
ACT00002903,REC00003990,USR005948,viewed,viewed,2026-05-22T08:00:00
ACT00002904,REC00003992,USR005951,completed,completed,2026-06-02T16:00:00
ACT00002905,REC00003994,USR005953,completed,completed,2026-06-23T03:00:00
ACT00002906,REC00003997,USR005957,completed,completed,2026-08-21T11:00:00
ACT00002907,REC00003998,USR005958,completed,completed,2026-05-10T07:00:00
ACT00002908,REC00003999,USR005959,dismissed,dismissed,2026-09-17T16:00:00
ACT00002909,REC00004004,USR005966,viewed,viewed,2026-03-04T08:00:00
ACT00002910,REC00004005,USR005967,completed,completed,2026-08-12T23:00:00
ACT00002911,REC00004006,USR005968,completed,completed,2026-09-16T19:00:00
ACT00002912,REC00004007,USR005969,viewed,viewed,2026-06-30T07:00:00
ACT00002913,REC00004008,USR005971,viewed,viewed,2026-07-04T01:00:00
ACT00002914,REC00004011,USR005974,completed,completed,2026-06-29T04:00:00
ACT00002915,REC00004012,USR005975,completed,completed,2026-07-01T04:00:00
ACT00002916,REC00004013,USR005976,viewed,viewed,2026-06-06T01:00:00
ACT00002917,REC00004014,USR005978,viewed,viewed,2026-03-21T18:00:00
ACT00002918,REC00004015,USR005979,acknowledged,acknowledged,2026-03-08T04:00:00
ACT00002919,REC00004016,USR005979,viewed,viewed,2026-08-27T10:00:00
ACT00002920,REC00004017,USR005981,completed,completed,2026-02-18T06:00:00
ACT00002921,REC00004018,USR005984,viewed,viewed,2026-08-25T02:00:00
ACT00002922,REC00004020,USR005987,acknowledged,acknowledged,2026-08-28T11:00:00
ACT00002923,REC00004022,USR005993,completed,completed,2026-06-08T21:00:00
ACT00002924,REC00004023,USR005994,viewed,viewed,2026-09-15T21:00:00
ACT00002925,REC00004024,USR005996,acknowledged,acknowledged,2026-07-24T16:00:00
ACT00002926,REC00004025,USR005997,viewed,viewed,2026-07-22T14:00:00
ACT00002927,REC00004026,USR005998,viewed,viewed,2026-09-16T16:00:00
ACT00002928,REC00004029,USR006000,acknowledged,acknowledged,2026-05-01T10:00:00
ACT00002929,REC00004031,USR006003,dismissed,dismissed,2026-09-16T17:00:00
ACT00002930,REC00004032,USR006005,viewed,viewed,2026-07-16T20:00:00
ACT00002931,REC00004033,USR006006,dismissed,dismissed,2026-05-08T12:00:00
ACT00002932,REC00004035,USR006011,acknowledged,acknowledged,2026-09-04T13:00:00
ACT00002933,REC00004036,USR006013,viewed,viewed,2026-05-16T04:00:00
ACT00002934,REC00004037,USR006013,viewed,viewed,2026-03-26T18:00:00
ACT00002935,REC00004041,USR006017,acknowledged,acknowledged,2026-07-13T21:00:00
ACT00002936,REC00004042,USR006018,viewed,viewed,2026-07-18T11:00:00
ACT00002937,REC00004043,USR006019,acknowledged,acknowledged,2026-08-13T02:00:00
ACT00002938,REC00004044,USR006019,viewed,viewed,2026-07-23T12:00:00
ACT00002939,REC00004046,USR006021,completed,completed,2026-08-04T23:00:00
ACT00002940,REC00004048,USR006027,completed,completed,2026-09-18T02:00:00
ACT00002941,REC00004049,USR006028,completed,completed,2026-08-04T13:00:00
ACT00002942,REC00004050,USR006031,viewed,viewed,2026-04-24T12:00:00
ACT00002943,REC00004052,USR006034,acknowledged,acknowledged,2026-05-05T11:00:00
ACT00002944,REC00004053,USR006036,completed,completed,2026-06-24T08:00:00
ACT00002945,REC00004055,USR006043,viewed,viewed,2026-06-17T10:00:00
ACT00002946,REC00004056,USR006045,viewed,viewed,2026-07-16T20:00:00
ACT00002947,REC00004058,USR006047,completed,completed,2026-09-05T17:00:00
ACT00002948,REC00004059,USR006048,acknowledged,acknowledged,2026-05-22T23:00:00
ACT00002949,REC00004060,USR006049,dismissed,dismissed,2026-06-15T00:00:00
ACT00002950,REC00004061,USR006050,acknowledged,acknowledged,2026-04-13T14:00:00
ACT00002951,REC00004063,USR006052,viewed,viewed,2026-08-21T23:00:00
ACT00002952,REC00004064,USR006054,acknowledged,acknowledged,2026-04-23T21:00:00
ACT00002953,REC00004065,USR006055,viewed,viewed,2026-06-02T02:00:00
ACT00002954,REC00004066,USR006056,viewed,viewed,2026-03-23T17:00:00
ACT00002955,REC00004067,USR006057,viewed,viewed,2026-05-30T13:00:00
ACT00002956,REC00004068,USR006057,viewed,viewed,2026-02-27T06:00:00
ACT00002957,REC00004069,USR006058,acknowledged,acknowledged,2026-04-10T07:00:00
ACT00002958,REC00004071,USR006060,acknowledged,acknowledged,2026-09-15T03:00:00
ACT00002959,REC00004072,USR006061,viewed,viewed,2026-07-17T18:00:00
ACT00002960,REC00004075,USR006069,acknowledged,acknowledged,2026-08-18T04:00:00
ACT00002961,REC00004077,USR006072,viewed,viewed,2026-04-25T23:00:00
ACT00002962,REC00004081,USR006076,dismissed,dismissed,2026-06-03T16:00:00
ACT00002963,REC00004083,USR006080,acknowledged,acknowledged,2026-07-31T08:00:00
ACT00002964,REC00004084,USR006083,completed,completed,2026-09-04T05:00:00
ACT00002965,REC00004085,USR006083,completed,completed,2026-08-15T09:00:00
ACT00002966,REC00004086,USR006085,viewed,viewed,2026-03-25T14:00:00
ACT00002967,REC00004088,USR006088,viewed,viewed,2026-05-16T13:00:00
ACT00002968,REC00004090,USR006091,completed,completed,2026-02-10T18:00:00
ACT00002969,REC00004091,USR006092,dismissed,dismissed,2026-08-19T18:00:00
ACT00002970,REC00004092,USR006097,viewed,viewed,2026-08-17T08:00:00
ACT00002971,REC00004093,USR006100,dismissed,dismissed,2026-06-12T19:00:00
ACT00002972,REC00004094,USR006101,viewed,viewed,2026-06-24T02:00:00
ACT00002973,REC00004095,USR006104,viewed,viewed,2026-06-08T01:00:00
ACT00002974,REC00004096,USR006109,viewed,viewed,2026-08-12T13:00:00
ACT00002975,REC00004097,USR006111,completed,completed,2026-05-15T22:00:00
ACT00002976,REC00004098,USR006112,dismissed,dismissed,2026-02-08T07:00:00
ACT00002977,REC00004099,USR006113,viewed,viewed,2026-01-30T04:00:00
ACT00002978,REC00004100,USR006115,acknowledged,acknowledged,2026-09-07T04:00:00
ACT00002979,REC00004101,USR006117,viewed,viewed,2026-06-18T16:00:00
ACT00002980,REC00004103,USR006122,viewed,viewed,2026-09-15T21:00:00
ACT00002981,REC00004105,USR006124,completed,completed,2026-07-15T14:00:00
ACT00002982,REC00004106,USR006126,completed,completed,2026-04-14T20:00:00
ACT00002983,REC00004107,USR006127,completed,completed,2026-09-17T15:00:00
ACT00002984,REC00004108,USR006127,completed,completed,2026-06-20T08:00:00
ACT00002985,REC00004109,USR006129,acknowledged,acknowledged,2026-07-25T11:00:00
ACT00002986,REC00004110,USR006130,viewed,viewed,2026-09-16T09:00:00
ACT00002987,REC00004111,USR006131,dismissed,dismissed,2026-05-23T06:00:00
ACT00002988,REC00004112,USR006134,dismissed,dismissed,2026-08-07T01:00:00
ACT00002989,REC00004115,USR006138,completed,completed,2026-08-02T23:00:00
ACT00002990,REC00004116,USR006139,viewed,viewed,2026-04-10T22:00:00
ACT00002991,REC00004117,USR006139,viewed,viewed,2026-04-06T07:00:00
ACT00002992,REC00004118,USR006141,viewed,viewed,2026-09-14T22:00:00
ACT00002993,REC00004120,USR006143,completed,completed,2026-03-08T22:00:00
ACT00002994,REC00004123,USR006148,viewed,viewed,2026-02-20T05:00:00
ACT00002995,REC00004126,USR006154,viewed,viewed,2026-05-08T21:00:00
ACT00002996,REC00004127,USR006155,viewed,viewed,2026-05-03T12:00:00
ACT00002997,REC00004128,USR006156,acknowledged,acknowledged,2026-09-15T04:00:00
ACT00002998,REC00004129,USR006157,viewed,viewed,2026-09-17T22:00:00
ACT00002999,REC00004130,USR006158,completed,completed,2026-07-15T02:00:00
ACT00003000,REC00004131,USR006159,acknowledged,acknowledged,2026-03-29T22:00:00
ACT00003001,REC00004132,USR006160,viewed,viewed,2026-02-24T14:00:00
ACT00003002,REC00004133,USR006161,viewed,viewed,2026-08-19T15:00:00
ACT00003003,REC00004135,USR006163,acknowledged,acknowledged,2026-06-18T18:00:00
ACT00003004,REC00004136,USR006164,viewed,viewed,2026-06-19T05:00:00
ACT00003005,REC00004137,USR006165,viewed,viewed,2026-07-06T14:00:00
ACT00003006,REC00004138,USR006167,acknowledged,acknowledged,2026-08-13T21:00:00
ACT00003007,REC00004139,USR006168,viewed,viewed,2026-07-31T18:00:00
ACT00003008,REC00004140,USR006170,viewed,viewed,2026-02-11T12:00:00
ACT00003009,REC00004143,USR006177,completed,completed,2026-08-17T03:00:00
