reserve_assessment_id,user_id,assessed_at,healthcare_coverage_status,estimated_healthcare_exposure,emergency_health_resources,monthly_financial_obligations,number_of_dependants,current_preparedness_amount,preparedness_target,preparedness_gap,preparedness_ratio,reserve_status
HRA00010871,USR004444,2025-12-26T03:00:00,uninsured,453000,450000,486000,4,861000,999000,138000,0.861862,strong
HRA00010872,USR004444,2026-02-17T03:00:00,insured,204000,417000,568000,0,879000,999000,120000,0.87988,strong
HRA00010873,USR004444,2026-04-03T03:00:00,partial,601000,193000,480000,2,863000,999000,136000,0.863864,strong
HRA00010874,USR004444,2026-05-30T03:00:00,insured,373000,443000,687000,5,825000,999000,174000,0.825826,moderate
HRA00010875,USR004444,2026-07-20T03:00:00,uninsured,166000,21000,390000,2,845000,999000,154000,0.845846,moderate
HRA00010876,USR004444,2026-09-03T03:00:00,insured,199000,312000,172000,5,827000,999000,172000,0.827828,moderate
HRA00010877,USR004446,2025-12-09T14:00:00,insured,728000,276000,285000,4,159000,1346000,1187000,0.118128,low
HRA00010878,USR004446,2026-01-27T14:00:00,insured,446000,315000,112000,2,4000,1346000,1342000,0.002972,low
HRA00010879,USR004446,2026-03-12T14:00:00,insured,308000,245000,158000,4,0,1346000,1346000,0.0,low
HRA00010880,USR004446,2026-05-02T14:00:00,insured,750000,22000,696000,2,0,1346000,1346000,0.0,low
HRA00010881,USR004446,2026-06-27T14:00:00,partial,567000,426000,331000,3,0,1346000,1346000,0.0,low
HRA00010882,USR004446,2026-08-08T14:00:00,partial,682000,331000,161000,4,0,1346000,1346000,0.0,low
HRA00010883,USR004452,2025-12-04T09:00:00,uninsured,164000,225000,656000,2,1941000,2342000,401000,0.828779,moderate
HRA00010884,USR004452,2026-01-21T09:00:00,partial,157000,108000,541000,0,1860000,2342000,482000,0.794193,moderate
HRA00010885,USR004452,2026-03-11T09:00:00,uninsured,172000,294000,566000,0,1747000,2342000,595000,0.745944,moderate
HRA00010886,USR004452,2026-04-29T09:00:00,partial,692000,5000,226000,0,1722000,2342000,620000,0.735269,moderate
HRA00010887,USR004452,2026-06-21T09:00:00,insured,595000,341000,424000,1,1677000,2342000,665000,0.716055,moderate
HRA00010888,USR004452,2026-08-05T09:00:00,partial,250000,51000,621000,1,1561000,2342000,781000,0.666524,moderate
HRA00010889,USR004456,2025-11-08T02:00:00,partial,315000,131000,142000,1,489000,481000,0,1.016632,strong
HRA00010890,USR004456,2025-12-25T02:00:00,partial,574000,233000,437000,1,578000,481000,0,1.201663,strong
HRA00010891,USR004456,2026-02-13T02:00:00,insured,297000,263000,291000,1,673000,481000,0,1.399168,strong
HRA00010892,USR004456,2026-04-08T02:00:00,partial,436000,409000,98000,1,751000,481000,0,1.561331,strong
HRA00010893,USR004456,2026-05-25T02:00:00,uninsured,325000,55000,361000,2,818000,481000,0,1.700624,strong
HRA00010894,USR004456,2026-07-18T02:00:00,partial,660000,383000,551000,3,897000,481000,0,1.864865,strong
HRA00010895,USR004456,2026-09-05T02:00:00,insured,139000,495000,366000,4,959000,481000,0,1.993763,strong
HRA00010896,USR004459,2025-10-18T14:00:00,partial,76000,84000,138000,4,1062000,1584000,522000,0.670455,moderate
HRA00010897,USR004459,2025-12-02T14:00:00,insured,540000,92000,146000,3,1200000,1584000,384000,0.757576,moderate
HRA00010898,USR004459,2026-01-25T14:00:00,partial,734000,389000,443000,3,1398000,1584000,186000,0.882576,strong
HRA00010899,USR004459,2026-03-12T14:00:00,uninsured,403000,227000,116000,4,1524000,1584000,60000,0.962121,strong
HRA00010900,USR004459,2026-05-05T14:00:00,partial,773000,199000,396000,3,1645000,1584000,0,1.03851,strong
HRA00010901,USR004459,2026-06-17T14:00:00,uninsured,98000,228000,50000,5,1756000,1584000,0,1.108586,strong
HRA00010902,USR004459,2026-08-12T14:00:00,insured,549000,371000,94000,2,1903000,1584000,0,1.201389,strong
HRA00010903,USR004460,2025-10-24T00:00:00,insured,763000,469000,321000,3,481000,1596000,1115000,0.301378,developing
HRA00010904,USR004460,2025-12-09T00:00:00,uninsured,275000,105000,220000,2,484000,1596000,1112000,0.303258,developing
HRA00010905,USR004460,2026-01-30T00:00:00,partial,201000,8000,640000,1,571000,1596000,1025000,0.357769,developing
HRA00010906,USR004460,2026-03-21T00:00:00,partial,427000,59000,179000,4,595000,1596000,1001000,0.372807,developing
HRA00010907,USR004460,2026-05-09T00:00:00,partial,89000,257000,303000,2,649000,1596000,947000,0.406642,developing
HRA00010908,USR004460,2026-06-28T00:00:00,insured,709000,163000,584000,3,624000,1596000,972000,0.390977,developing
HRA00010909,USR004460,2026-08-16T00:00:00,uninsured,242000,303000,386000,2,656000,1596000,940000,0.411028,developing
HRA00010910,USR004462,2025-10-13T01:00:00,insured,169000,304000,557000,4,205000,391000,186000,0.524297,moderate
HRA00010911,USR004462,2025-12-06T01:00:00,insured,103000,265000,168000,4,288000,391000,103000,0.736573,moderate
HRA00010912,USR004462,2026-01-23T01:00:00,uninsured,778000,17000,180000,5,343000,391000,48000,0.877238,strong
HRA00010913,USR004462,2026-03-11T01:00:00,partial,435000,443000,202000,2,397000,391000,0,1.015345,strong
HRA00010914,USR004462,2026-04-29T01:00:00,insured,54000,251000,166000,4,452000,391000,0,1.15601,strong
HRA00010915,USR004462,2026-06-16T01:00:00,insured,773000,65000,98000,3,515000,391000,0,1.317136,strong
HRA00010916,USR004462,2026-08-13T01:00:00,uninsured,745000,199000,423000,3,573000,391000,0,1.465473,strong
HRA00010917,USR004463,2026-02-15T09:00:00,uninsured,205000,414000,531000,4,213000,1660000,1447000,0.128313,low
HRA00010918,USR004463,2026-04-07T09:00:00,insured,635000,481000,198000,0,411000,1660000,1249000,0.24759,low
HRA00010919,USR004463,2026-05-25T09:00:00,uninsured,403000,131000,120000,2,626000,1660000,1034000,0.377108,developing
HRA00010920,USR004463,2026-07-18T09:00:00,partial,206000,428000,83000,0,788000,1660000,872000,0.474699,developing
HRA00010921,USR004463,2026-09-02T09:00:00,insured,304000,273000,194000,1,1082000,1660000,578000,0.651807,moderate
HRA00010922,USR004466,2025-10-14T10:00:00,insured,61000,444000,95000,4,1621000,2475000,854000,0.654949,moderate
HRA00010923,USR004466,2025-12-04T10:00:00,insured,243000,454000,360000,1,1733000,2475000,742000,0.700202,moderate
HRA00010924,USR004466,2026-01-19T10:00:00,partial,739000,224000,449000,2,2070000,2475000,405000,0.836364,moderate
HRA00010925,USR004466,2026-03-12T10:00:00,insured,790000,79000,676000,1,2292000,2475000,183000,0.926061,strong
HRA00010926,USR004466,2026-05-01T10:00:00,insured,282000,273000,411000,5,2641000,2475000,0,1.067071,strong
HRA00010927,USR004466,2026-06-24T10:00:00,uninsured,758000,119000,283000,0,2851000,2475000,0,1.151919,strong
HRA00010928,USR004466,2026-08-14T10:00:00,uninsured,94000,95000,182000,1,3102000,2475000,0,1.253333,strong
HRA00010929,USR004467,2026-01-19T02:00:00,insured,799000,488000,85000,1,1029000,2392000,1363000,0.430184,developing
HRA00010930,USR004467,2026-03-10T02:00:00,insured,587000,154000,179000,1,1109000,2392000,1283000,0.463629,developing
HRA00010931,USR004467,2026-04-25T02:00:00,insured,457000,89000,137000,1,1399000,2392000,993000,0.584866,moderate
HRA00010932,USR004467,2026-06-22T02:00:00,partial,283000,427000,676000,1,1544000,2392000,848000,0.645485,moderate
HRA00010933,USR004467,2026-08-11T02:00:00,uninsured,712000,153000,537000,5,1637000,2392000,755000,0.684365,moderate
HRA00010934,USR004468,2026-01-26T09:00:00,partial,631000,33000,230000,1,339000,2300000,1961000,0.147391,low
HRA00010935,USR004468,2026-03-12T09:00:00,insured,55000,124000,410000,3,520000,2300000,1780000,0.226087,low
HRA00010936,USR004468,2026-05-04T09:00:00,partial,432000,354000,488000,3,732000,2300000,1568000,0.318261,developing
HRA00010937,USR004468,2026-06-23T09:00:00,partial,749000,211000,143000,5,959000,2300000,1341000,0.416957,developing
HRA00010938,USR004468,2026-08-13T09:00:00,insured,551000,111000,155000,5,1255000,2300000,1045000,0.545652,moderate
HRA00010939,USR004478,2026-01-17T07:00:00,insured,347000,92000,176000,0,1447000,1936000,489000,0.747417,moderate
HRA00010940,USR004478,2026-03-05T07:00:00,partial,767000,454000,453000,1,1696000,1936000,240000,0.876033,strong
HRA00010941,USR004478,2026-04-29T07:00:00,partial,177000,261000,651000,5,1878000,1936000,58000,0.970041,strong
HRA00010942,USR004478,2026-06-15T07:00:00,insured,722000,83000,64000,4,2174000,1936000,0,1.122934,strong
HRA00010943,USR004478,2026-08-09T07:00:00,partial,735000,55000,525000,2,2370000,1936000,0,1.224174,strong
HRA00010944,USR004479,2025-11-19T13:00:00,partial,707000,85000,192000,4,579000,688000,109000,0.84157,moderate
HRA00010945,USR004479,2026-01-03T13:00:00,uninsured,152000,196000,618000,5,621000,688000,67000,0.902616,strong
HRA00010946,USR004479,2026-02-28T13:00:00,insured,501000,496000,565000,3,667000,688000,21000,0.969477,strong
HRA00010947,USR004479,2026-04-14T13:00:00,uninsured,411000,477000,410000,4,683000,688000,5000,0.992733,strong
HRA00010948,USR004479,2026-06-01T13:00:00,insured,665000,32000,275000,4,744000,688000,0,1.081395,strong
HRA00010949,USR004479,2026-07-28T13:00:00,insured,293000,471000,247000,2,844000,688000,0,1.226744,strong
HRA00010950,USR004491,2025-12-11T14:00:00,uninsured,215000,183000,439000,1,430000,1138000,708000,0.377856,developing
HRA00010951,USR004491,2026-01-23T14:00:00,uninsured,645000,433000,186000,0,521000,1138000,617000,0.457821,developing
HRA00010952,USR004491,2026-03-21T14:00:00,partial,706000,18000,612000,3,512000,1138000,626000,0.449912,developing
HRA00010953,USR004491,2026-05-03T14:00:00,partial,754000,476000,572000,0,553000,1138000,585000,0.48594,developing
HRA00010954,USR004491,2026-06-28T14:00:00,partial,138000,323000,505000,2,672000,1138000,466000,0.59051,moderate
HRA00010955,USR004491,2026-08-13T14:00:00,uninsured,132000,305000,231000,1,700000,1138000,438000,0.615114,moderate
HRA00010956,USR004492,2026-02-04T04:00:00,insured,485000,447000,509000,3,321000,1439000,1118000,0.223072,low
HRA00010957,USR004492,2026-03-29T04:00:00,partial,246000,356000,341000,0,388000,1439000,1051000,0.269632,developing
HRA00010958,USR004492,2026-05-18T04:00:00,insured,309000,11000,403000,0,477000,1439000,962000,0.33148,developing
HRA00010959,USR004492,2026-07-05T04:00:00,partial,297000,61000,347000,2,507000,1439000,932000,0.352328,developing
HRA00010960,USR004492,2026-08-22T04:00:00,insured,689000,332000,93000,5,503000,1439000,936000,0.349548,developing
HRA00010961,USR004493,2025-10-06T11:00:00,uninsured,793000,178000,299000,2,177000,771000,594000,0.229572,low
HRA00010962,USR004493,2025-11-26T11:00:00,uninsured,311000,371000,176000,2,221000,771000,550000,0.286641,developing
HRA00010963,USR004493,2026-01-15T11:00:00,uninsured,522000,133000,223000,5,225000,771000,546000,0.291829,developing
HRA00010964,USR004493,2026-02-27T11:00:00,partial,770000,495000,313000,3,249000,771000,522000,0.322957,developing
HRA00010965,USR004493,2026-04-19T11:00:00,insured,698000,325000,474000,1,301000,771000,470000,0.390402,developing
HRA00010966,USR004493,2026-06-15T11:00:00,partial,628000,41000,151000,5,317000,771000,454000,0.411154,developing
HRA00010967,USR004493,2026-08-01T11:00:00,partial,346000,340000,473000,5,339000,771000,432000,0.439689,developing
HRA00010968,USR004494,2025-11-11T22:00:00,partial,169000,341000,157000,1,1056000,1409000,353000,0.749468,moderate
HRA00010969,USR004494,2025-12-26T22:00:00,insured,472000,286000,446000,4,1033000,1409000,376000,0.733144,moderate
HRA00010970,USR004494,2026-02-17T22:00:00,uninsured,167000,374000,643000,0,1042000,1409000,367000,0.739532,moderate
HRA00010971,USR004494,2026-04-09T22:00:00,uninsured,586000,323000,510000,4,1000000,1409000,409000,0.709723,moderate
HRA00010972,USR004494,2026-05-31T22:00:00,insured,123000,213000,563000,3,1064000,1409000,345000,0.755145,moderate
HRA00010973,USR004494,2026-07-18T22:00:00,insured,481000,267000,355000,1,1041000,1409000,368000,0.738822,moderate
HRA00010974,USR004494,2026-08-31T22:00:00,insured,680000,145000,597000,5,1012000,1409000,397000,0.71824,moderate
HRA00010975,USR004500,2025-11-14T21:00:00,insured,195000,442000,198000,3,491000,925000,434000,0.530811,moderate
HRA00010976,USR004500,2026-01-05T21:00:00,partial,575000,178000,217000,1,512000,925000,413000,0.553514,moderate
HRA00010977,USR004500,2026-02-19T21:00:00,insured,360000,291000,230000,4,509000,925000,416000,0.55027,moderate
HRA00010978,USR004500,2026-04-12T21:00:00,insured,65000,119000,235000,3,508000,925000,417000,0.549189,moderate
HRA00010979,USR004500,2026-06-04T21:00:00,partial,323000,288000,471000,2,518000,925000,407000,0.56,moderate
HRA00010980,USR004500,2026-07-23T21:00:00,insured,361000,333000,239000,4,518000,925000,407000,0.56,moderate
HRA00010981,USR004501,2025-10-29T03:00:00,uninsured,494000,87000,425000,5,189000,562000,373000,0.336299,developing
HRA00010982,USR004501,2025-12-15T03:00:00,insured,64000,438000,303000,5,230000,562000,332000,0.409253,developing
HRA00010983,USR004501,2026-02-07T03:00:00,insured,162000,281000,486000,3,274000,562000,288000,0.487544,developing
HRA00010984,USR004501,2026-03-23T03:00:00,insured,211000,192000,343000,0,318000,562000,244000,0.565836,moderate
HRA00010985,USR004501,2026-05-17T03:00:00,partial,635000,83000,652000,3,343000,562000,219000,0.61032,moderate
HRA00010986,USR004501,2026-07-03T03:00:00,insured,598000,52000,523000,2,353000,562000,209000,0.628114,moderate
HRA00010987,USR004501,2026-08-24T03:00:00,partial,634000,102000,686000,5,370000,562000,192000,0.658363,moderate
HRA00010988,USR004507,2025-11-18T02:00:00,insured,270000,10000,159000,1,592000,1084000,492000,0.546125,moderate
HRA00010989,USR004507,2026-01-08T02:00:00,insured,275000,248000,443000,3,652000,1084000,432000,0.601476,moderate
HRA00010990,USR004507,2026-02-22T02:00:00,uninsured,245000,358000,162000,5,633000,1084000,451000,0.583948,moderate
HRA00010991,USR004507,2026-04-14T02:00:00,insured,349000,356000,215000,5,759000,1084000,325000,0.700185,moderate
HRA00010992,USR004507,2026-06-05T02:00:00,insured,748000,102000,338000,2,828000,1084000,256000,0.763838,moderate
HRA00010993,USR004507,2026-07-27T02:00:00,insured,303000,274000,697000,4,867000,1084000,217000,0.799815,moderate
HRA00010994,USR004507,2026-09-12T02:00:00,partial,721000,298000,238000,3,945000,1084000,139000,0.871771,strong
HRA00010995,USR004511,2026-01-29T10:00:00,insured,620000,334000,71000,0,405000,521000,116000,0.777351,moderate
HRA00010996,USR004511,2026-03-20T10:00:00,partial,333000,363000,457000,4,484000,521000,37000,0.928983,strong
HRA00010997,USR004511,2026-05-09T10:00:00,insured,237000,403000,302000,3,555000,521000,0,1.065259,strong
HRA00010998,USR004511,2026-06-30T10:00:00,partial,372000,292000,333000,0,601000,521000,0,1.153551,strong
HRA00010999,USR004511,2026-08-16T10:00:00,uninsured,392000,23000,98000,3,703000,521000,0,1.349328,strong
HRA00011000,USR004512,2025-11-04T17:00:00,partial,387000,262000,115000,1,896000,2476000,1580000,0.361874,developing
HRA00011001,USR004512,2025-12-22T17:00:00,partial,161000,71000,619000,2,1053000,2476000,1423000,0.425283,developing
HRA00011002,USR004512,2026-02-05T17:00:00,partial,453000,343000,530000,1,1255000,2476000,1221000,0.506866,moderate
HRA00011003,USR004512,2026-03-28T17:00:00,uninsured,491000,49000,496000,0,1340000,2476000,1136000,0.541195,moderate
HRA00011004,USR004512,2026-05-16T17:00:00,insured,596000,337000,639000,1,1478000,2476000,998000,0.596931,moderate
HRA00011005,USR004512,2026-07-09T17:00:00,insured,516000,26000,265000,2,1674000,2476000,802000,0.67609,moderate
HRA00011006,USR004512,2026-08-26T17:00:00,insured,298000,319000,135000,1,1799000,2476000,677000,0.726575,moderate
HRA00011007,USR004515,2025-12-07T11:00:00,partial,643000,26000,518000,1,214000,255000,41000,0.839216,moderate
HRA00011008,USR004515,2026-01-22T11:00:00,uninsured,119000,120000,219000,5,235000,255000,20000,0.921569,strong
HRA00011009,USR004515,2026-03-11T11:00:00,insured,778000,67000,592000,0,255000,255000,0,1.0,strong
HRA00011010,USR004515,2026-05-02T11:00:00,insured,776000,189000,600000,2,272000,255000,0,1.066667,strong
HRA00011011,USR004515,2026-06-23T11:00:00,uninsured,520000,153000,675000,5,300000,255000,0,1.176471,strong
HRA00011012,USR004515,2026-08-13T11:00:00,insured,348000,8000,344000,5,327000,255000,0,1.282353,strong
HRA00011013,USR004519,2025-11-14T08:00:00,insured,261000,475000,505000,4,453000,695000,242000,0.651799,moderate
HRA00011014,USR004519,2026-01-02T08:00:00,insured,263000,199000,106000,5,516000,695000,179000,0.742446,moderate
HRA00011015,USR004519,2026-02-17T08:00:00,uninsured,269000,116000,641000,4,569000,695000,126000,0.818705,moderate
HRA00011016,USR004519,2026-04-11T08:00:00,insured,465000,169000,416000,1,632000,695000,63000,0.909353,strong
HRA00011017,USR004519,2026-05-27T08:00:00,insured,751000,82000,190000,0,675000,695000,20000,0.971223,strong
HRA00011018,USR004519,2026-07-18T08:00:00,uninsured,798000,178000,486000,4,713000,695000,0,1.025899,strong
HRA00011019,USR004519,2026-09-10T08:00:00,insured,696000,310000,498000,3,787000,695000,0,1.132374,strong
HRA00011020,USR004522,2026-01-05T12:00:00,insured,518000,147000,362000,5,1921000,2051000,130000,0.936616,strong
HRA00011021,USR004522,2026-02-26T12:00:00,insured,422000,432000,590000,5,2285000,2051000,0,1.114091,strong
HRA00011022,USR004522,2026-04-17T12:00:00,partial,629000,449000,652000,5,2592000,2051000,0,1.263774,strong
HRA00011023,USR004522,2026-06-06T12:00:00,insured,455000,337000,479000,5,2901000,2051000,0,1.414432,strong
HRA00011024,USR004522,2026-07-24T12:00:00,partial,720000,193000,190000,5,3289000,2051000,0,1.603608,strong
HRA00011025,USR004522,2026-09-09T12:00:00,partial,582000,174000,256000,5,3665000,2051000,0,1.786933,strong
HRA00011026,USR004523,2025-12-06T08:00:00,insured,529000,187000,533000,4,1142000,2442000,1300000,0.467649,developing
HRA00011027,USR004523,2026-01-26T08:00:00,uninsured,63000,110000,603000,2,954000,2442000,1488000,0.390663,developing
HRA00011028,USR004523,2026-03-12T08:00:00,uninsured,765000,200000,262000,2,965000,2442000,1477000,0.395168,developing
HRA00011029,USR004523,2026-05-06T08:00:00,partial,94000,417000,483000,4,1010000,2442000,1432000,0.413595,developing
HRA00011030,USR004523,2026-06-24T08:00:00,partial,140000,70000,343000,4,1087000,2442000,1355000,0.445127,developing
HRA00011031,USR004523,2026-08-09T08:00:00,insured,570000,248000,296000,5,1180000,2442000,1262000,0.48321,developing
HRA00011032,USR004525,2025-12-15T07:00:00,partial,759000,242000,551000,5,384000,1518000,1134000,0.252964,developing
HRA00011033,USR004525,2026-01-31T07:00:00,partial,164000,273000,320000,0,566000,1518000,952000,0.372859,developing
HRA00011034,USR004525,2026-03-20T07:00:00,uninsured,686000,151000,406000,1,610000,1518000,908000,0.401845,developing
HRA00011035,USR004525,2026-05-14T07:00:00,partial,356000,40000,163000,2,760000,1518000,758000,0.500659,moderate
HRA00011036,USR004525,2026-07-04T07:00:00,insured,285000,480000,151000,3,909000,1518000,609000,0.598814,moderate
HRA00011037,USR004525,2026-08-20T07:00:00,insured,620000,174000,582000,3,1074000,1518000,444000,0.70751,moderate
HRA00011038,USR004528,2025-12-05T04:00:00,insured,521000,59000,474000,3,629000,884000,255000,0.711538,moderate
HRA00011039,USR004528,2026-01-26T04:00:00,partial,228000,124000,436000,0,637000,884000,247000,0.720588,moderate
HRA00011040,USR004528,2026-03-15T04:00:00,uninsured,522000,301000,605000,1,679000,884000,205000,0.7681,moderate
HRA00011041,USR004528,2026-05-02T04:00:00,insured,111000,179000,225000,1,713000,884000,171000,0.806561,moderate
HRA00011042,USR004528,2026-06-25T04:00:00,insured,174000,416000,565000,2,732000,884000,152000,0.828054,moderate
HRA00011043,USR004528,2026-08-13T04:00:00,insured,384000,170000,108000,4,727000,884000,157000,0.822398,moderate
HRA00011044,USR004531,2025-11-02T08:00:00,insured,642000,106000,624000,5,60000,205000,145000,0.292683,developing
HRA00011045,USR004531,2025-12-21T08:00:00,partial,668000,2000,133000,5,81000,205000,124000,0.395122,developing
HRA00011046,USR004531,2026-02-06T08:00:00,insured,163000,6000,168000,1,97000,205000,108000,0.473171,developing
HRA00011047,USR004531,2026-03-26T08:00:00,uninsured,378000,251000,482000,4,100000,205000,105000,0.487805,developing
HRA00011048,USR004531,2026-05-14T08:00:00,uninsured,334000,46000,284000,5,111000,205000,94000,0.541463,moderate
HRA00011049,USR004531,2026-07-04T08:00:00,uninsured,422000,417000,85000,3,126000,205000,79000,0.614634,moderate
HRA00011050,USR004531,2026-08-22T08:00:00,partial,347000,323000,286000,5,141000,205000,64000,0.687805,moderate
HRA00011051,USR004533,2025-11-10T13:00:00,uninsured,277000,415000,185000,1,213000,494000,281000,0.431174,developing
HRA00011052,USR004533,2025-12-25T13:00:00,insured,461000,242000,375000,5,225000,494000,269000,0.455466,developing
HRA00011053,USR004533,2026-02-17T13:00:00,partial,286000,337000,70000,3,253000,494000,241000,0.512146,moderate
HRA00011054,USR004533,2026-04-09T13:00:00,insured,246000,371000,97000,2,262000,494000,232000,0.530364,moderate
HRA00011055,USR004533,2026-05-22T13:00:00,insured,127000,165000,241000,2,322000,494000,172000,0.651822,moderate
HRA00011056,USR004533,2026-07-12T13:00:00,insured,362000,64000,492000,2,324000,494000,170000,0.65587,moderate
HRA00011057,USR004533,2026-09-06T13:00:00,insured,373000,143000,477000,1,362000,494000,132000,0.732794,moderate
HRA00011058,USR004534,2025-11-11T06:00:00,insured,773000,301000,618000,1,540000,1661000,1121000,0.325105,developing
HRA00011059,USR004534,2025-12-30T06:00:00,insured,773000,137000,667000,3,573000,1661000,1088000,0.344973,developing
HRA00011060,USR004534,2026-02-17T06:00:00,uninsured,295000,60000,320000,0,603000,1661000,1058000,0.363034,developing
HRA00011061,USR004534,2026-04-14T06:00:00,uninsured,139000,398000,184000,2,666000,1661000,995000,0.400963,developing
HRA00011062,USR004534,2026-05-28T06:00:00,partial,640000,109000,456000,4,755000,1661000,906000,0.454545,developing
HRA00011063,USR004534,2026-07-17T06:00:00,uninsured,431000,147000,56000,2,795000,1661000,866000,0.478627,developing
HRA00011064,USR004534,2026-09-05T06:00:00,insured,92000,180000,97000,1,875000,1661000,786000,0.526791,moderate
HRA00011065,USR004535,2026-01-19T14:00:00,uninsured,679000,423000,542000,5,617000,2122000,1505000,0.290763,developing
HRA00011066,USR004535,2026-03-10T14:00:00,insured,188000,493000,99000,1,866000,2122000,1256000,0.408106,developing
HRA00011067,USR004535,2026-05-01T14:00:00,partial,609000,53000,589000,4,1018000,2122000,1104000,0.479736,developing
HRA00011068,USR004535,2026-06-12T14:00:00,insured,421000,448000,196000,2,1103000,2122000,1019000,0.519793,moderate
HRA00011069,USR004535,2026-08-06T14:00:00,insured,369000,246000,247000,2,1176000,2122000,946000,0.554194,moderate
HRA00011070,USR004536,2025-11-21T12:00:00,insured,352000,171000,478000,5,1578000,2088000,510000,0.755747,moderate
HRA00011071,USR004536,2026-01-13T12:00:00,insured,210000,78000,243000,2,1798000,2088000,290000,0.861111,strong
HRA00011072,USR004536,2026-03-02T12:00:00,partial,206000,138000,509000,4,1997000,2088000,91000,0.956418,strong
HRA00011073,USR004536,2026-04-23T12:00:00,insured,659000,493000,504000,1,2121000,2088000,0,1.015805,strong
HRA00011074,USR004536,2026-06-07T12:00:00,partial,427000,128000,238000,2,2236000,2088000,0,1.070881,strong
HRA00011075,USR004536,2026-07-25T12:00:00,uninsured,795000,329000,471000,0,2321000,2088000,0,1.11159,strong
HRA00011076,USR004538,2026-01-21T12:00:00,uninsured,356000,367000,416000,4,586000,2078000,1492000,0.282002,developing
HRA00011077,USR004538,2026-03-16T12:00:00,insured,307000,9000,513000,5,849000,2078000,1229000,0.408566,developing
HRA00011078,USR004538,2026-05-01T12:00:00,uninsured,71000,266000,52000,5,1049000,2078000,1029000,0.504812,moderate
HRA00011079,USR004538,2026-06-18T12:00:00,insured,574000,42000,286000,4,1255000,2078000,823000,0.603946,moderate
HRA00011080,USR004538,2026-08-10T12:00:00,uninsured,553000,319000,509000,0,1456000,2078000,622000,0.700674,moderate
HRA00011081,USR004539,2025-10-27T13:00:00,insured,681000,495000,430000,4,323000,1299000,976000,0.248653,low
HRA00011082,USR004539,2025-12-17T13:00:00,uninsured,154000,424000,387000,3,271000,1299000,1028000,0.208622,low
HRA00011083,USR004539,2026-02-02T13:00:00,insured,544000,113000,197000,2,292000,1299000,1007000,0.224788,low
HRA00011084,USR004539,2026-03-25T13:00:00,insured,312000,368000,255000,5,227000,1299000,1072000,0.17475,low
HRA00011085,USR004539,2026-05-14T13:00:00,insured,357000,179000,581000,5,203000,1299000,1096000,0.156274,low
HRA00011086,USR004539,2026-07-02T13:00:00,partial,700000,438000,500000,4,158000,1299000,1141000,0.121632,low
HRA00011087,USR004539,2026-08-23T13:00:00,insured,725000,88000,447000,3,78000,1299000,1221000,0.060046,low
HRA00011088,USR004540,2025-11-07T11:00:00,insured,687000,1000,76000,0,470000,878000,408000,0.535308,moderate
HRA00011089,USR004540,2025-12-31T11:00:00,partial,712000,193000,333000,3,497000,878000,381000,0.566059,moderate
HRA00011090,USR004540,2026-02-16T11:00:00,uninsured,524000,147000,403000,3,505000,878000,373000,0.575171,moderate
HRA00011091,USR004540,2026-04-02T11:00:00,insured,725000,248000,121000,1,545000,878000,333000,0.620729,moderate
HRA00011092,USR004540,2026-05-29T11:00:00,insured,697000,204000,538000,5,532000,878000,346000,0.605923,moderate
HRA00011093,USR004540,2026-07-13T11:00:00,partial,738000,230000,186000,1,579000,878000,299000,0.659453,moderate
HRA00011094,USR004540,2026-09-05T11:00:00,partial,254000,23000,555000,3,610000,878000,268000,0.694761,moderate
HRA00011095,USR004542,2025-12-30T05:00:00,partial,307000,441000,234000,5,585000,1343000,758000,0.435592,developing
HRA00011096,USR004542,2026-02-15T05:00:00,uninsured,118000,220000,700000,3,541000,1343000,802000,0.402829,developing
HRA00011097,USR004542,2026-04-01T05:00:00,uninsured,52000,84000,386000,5,550000,1343000,793000,0.409531,developing
HRA00011098,USR004542,2026-05-22T05:00:00,insured,551000,145000,377000,4,560000,1343000,783000,0.416977,developing
HRA00011099,USR004542,2026-07-13T05:00:00,uninsured,106000,298000,429000,4,527000,1343000,816000,0.392405,developing
HRA00011100,USR004542,2026-08-30T05:00:00,partial,668000,121000,71000,3,506000,1343000,837000,0.376768,developing
HRA00011101,USR004544,2026-01-14T15:00:00,insured,144000,152000,292000,5,218000,1174000,956000,0.18569,low
HRA00011102,USR004544,2026-03-05T15:00:00,uninsured,223000,42000,649000,4,239000,1174000,935000,0.203578,low
HRA00011103,USR004544,2026-04-23T15:00:00,insured,260000,428000,668000,0,307000,1174000,867000,0.261499,developing
HRA00011104,USR004544,2026-06-08T15:00:00,insured,410000,26000,473000,5,310000,1174000,864000,0.264055,developing
HRA00011105,USR004544,2026-07-26T15:00:00,partial,519000,250000,356000,4,330000,1174000,844000,0.28109,developing
HRA00011106,USR004546,2025-10-17T05:00:00,partial,514000,267000,621000,4,389000,1255000,866000,0.30996,developing
HRA00011107,USR004546,2025-12-05T05:00:00,partial,106000,354000,68000,3,392000,1255000,863000,0.312351,developing
HRA00011108,USR004546,2026-01-28T05:00:00,uninsured,471000,129000,315000,3,409000,1255000,846000,0.325896,developing
HRA00011109,USR004546,2026-03-15T05:00:00,uninsured,384000,56000,333000,3,468000,1255000,787000,0.372908,developing
HRA00011110,USR004546,2026-05-02T05:00:00,insured,632000,74000,361000,5,441000,1255000,814000,0.351394,developing
