context_id,user_id,related_session_id,recorded_at,context_type,context_value,source
CTX00011460,USR004389,SES00022634,2026-05-28T08:23:00,sleep,poor,self_report
CTX00011461,USR004389,SES00022635,2026-07-25T18:24:00,medication_change_self_report,self_reported_change,self_report
CTX00011462,USR004389,SES00022637,2026-08-18T18:49:00,sleep,poor,self_report
CTX00011463,USR004389,SES00022638,2026-09-04T04:31:00,stress,moderate,self_report
CTX00011464,USR004390,SES00022642,2026-07-06T01:28:00,illness_self_report,temporary_unwell,self_report
CTX00011465,USR004390,SES00022643,2026-08-18T03:20:00,stress,high,self_report
CTX00011466,USR004390,SES00022644,2026-08-19T18:16:00,none,none,self_report
CTX00011467,USR004390,SES00022645,2026-09-04T03:50:00,workload,normal,self_report
CTX00011468,USR004391,SES00022647,2026-03-14T08:57:00,medication_change_self_report,self_reported_change,self_report
CTX00011469,USR004391,SES00022650,2026-06-28T09:06:00,sleep,poor,self_report
CTX00011470,USR004391,SES00022651,2026-08-15T08:41:00,none,none,self_report
CTX00011471,USR004392,SES00022657,2026-07-29T23:57:00,medication_change_self_report,self_reported_change,self_report
CTX00011472,USR004392,SES00022659,2026-09-09T13:39:00,sleep,good,self_report
CTX00011473,USR004393,SES00022663,2025-12-19T12:26:00,stress,high,self_report
CTX00011474,USR004393,SES00022664,2026-07-05T01:05:00,sleep,poor,self_report
CTX00011475,USR004393,SES00022665,2026-07-08T14:11:00,sleep,fair,self_report
CTX00011476,USR004394,SES00022669,2026-05-04T21:36:00,sleep,good,self_report
CTX00011477,USR004394,SES00022670,2026-09-06T08:19:00,travel,recent_travel,self_report
CTX00011478,USR004395,SES00022671,2025-10-18T08:43:00,sleep,poor,self_report
CTX00011479,USR004395,SES00022674,2026-06-17T01:14:00,stress,moderate,self_report
CTX00011480,USR004396,SES00022676,2025-11-08T08:30:00,lifestyle_change,routine_change,self_report
CTX00011481,USR004396,SES00022677,2025-12-22T08:26:00,lifestyle_change,routine_change,self_report
CTX00011482,USR004396,SES00022679,2026-05-02T09:26:00,lifestyle_change,routine_change,self_report
CTX00011483,USR004397,SES00022681,2026-04-15T23:35:00,sleep,fair,self_report
CTX00011484,USR004397,SES00022683,2026-05-22T09:26:00,stress,high,self_report
CTX00011485,USR004397,SES00022685,2026-08-15T14:12:00,major_life_event,self_reported_event,self_report
CTX00011486,USR004398,SES00022687,2025-11-27T04:32:00,sleep,fair,self_report
CTX00011487,USR004398,SES00022688,2025-12-21T07:57:00,stress,moderate,self_report
CTX00011488,USR004398,SES00022689,2026-02-11T06:44:00,stress,high,self_report
CTX00011489,USR004398,SES00022690,2026-03-08T04:03:00,stress,high,self_report
CTX00011490,USR004398,SES00022692,2026-07-11T13:45:00,travel,recent_travel,self_report
CTX00011491,USR004398,SES00022693,2026-07-20T05:41:00,major_life_event,self_reported_event,self_report
CTX00011492,USR004398,SES00022694,2026-08-06T15:16:00,travel,recent_travel,self_report
CTX00011493,USR004400,SES00022696,2025-10-26T03:46:00,sleep,poor,self_report
CTX00011494,USR004400,SES00022697,2025-11-03T13:03:00,illness_self_report,temporary_unwell,self_report
CTX00011495,USR004400,SES00022699,2026-07-05T13:29:00,stress,high,self_report
CTX00011496,USR004401,SES00022701,2025-12-29T09:10:00,lifestyle_change,routine_change,self_report
CTX00011497,USR004401,SES00022703,2026-02-03T16:52:00,stress,high,self_report
CTX00011498,USR004401,SES00022707,2026-06-28T22:37:00,workload,normal,self_report
CTX00011499,USR004403,SES00022709,2025-12-12T05:55:00,travel,recent_travel,self_report
CTX00011500,USR004403,SES00022710,2026-04-11T20:55:00,none,none,self_report
CTX00011501,USR004403,SES00022711,2026-04-30T08:04:00,none,none,self_report
CTX00011502,USR004406,SES00022713,2026-01-16T18:32:00,none,none,self_report
CTX00011503,USR004406,SES00022716,2026-08-20T12:32:00,sleep,good,self_report
CTX00011504,USR004406,SES00022717,2026-09-12T02:36:00,lifestyle_change,routine_change,self_report
CTX00011505,USR004407,SES00022721,2026-04-05T21:20:00,stress,moderate,self_report
CTX00011506,USR004407,SES00022723,2026-05-28T15:29:00,sleep,good,self_report
CTX00011507,USR004407,SES00022724,2026-06-16T19:49:00,stress,low,self_report
CTX00011508,USR004408,SES00022726,2026-01-07T09:48:00,stress,high,self_report
CTX00011509,USR004408,SES00022733,2026-07-18T16:17:00,stress,low,self_report
CTX00011510,USR004410,SES00022743,2026-03-02T10:33:00,sleep,good,self_report
CTX00011511,USR004410,SES00022747,2026-08-24T16:26:00,lifestyle_change,routine_change,self_report
CTX00011512,USR004410,SES00022748,2026-09-08T02:37:00,travel,recent_travel,self_report
CTX00011513,USR004411,SES00022749,2026-02-21T07:30:00,stress,low,self_report
CTX00011514,USR004411,SES00022751,2026-03-06T02:58:00,workload,high,self_report
CTX00011515,USR004411,SES00022754,2026-06-19T17:57:00,sleep,fair,self_report
CTX00011516,USR004411,SES00022755,2026-07-20T20:02:00,travel,recent_travel,self_report
CTX00011517,USR004412,SES00022756,2026-02-26T04:00:00,workload,normal,self_report
CTX00011518,USR004414,SES00022764,2026-01-01T04:15:00,lifestyle_change,routine_change,self_report
CTX00011519,USR004414,SES00022765,2026-01-24T12:02:00,workload,normal,self_report
CTX00011520,USR004414,SES00022768,2026-07-07T02:01:00,travel,recent_travel,self_report
CTX00011521,USR004414,SES00022769,2026-07-12T11:06:00,stress,high,self_report
CTX00011522,USR004415,SES00022770,2026-01-31T03:25:00,workload,high,self_report
CTX00011523,USR004415,SES00022771,2026-02-09T05:21:00,travel,recent_travel,self_report
CTX00011524,USR004415,SES00022772,2026-03-04T22:54:00,lifestyle_change,routine_change,self_report
CTX00011525,USR004415,SES00022773,2026-03-22T13:24:00,sleep,fair,self_report
CTX00011526,USR004415,SES00022774,2026-05-02T18:48:00,none,none,self_report
CTX00011527,USR004415,SES00022775,2026-05-27T14:04:00,travel,recent_travel,self_report
CTX00011528,USR004415,SES00022776,2026-05-27T21:46:00,workload,high,self_report
CTX00011529,USR004415,SES00022777,2026-08-22T17:26:00,travel,recent_travel,self_report
CTX00011530,USR004416,SES00022779,2026-01-02T02:42:00,travel,recent_travel,self_report
CTX00011531,USR004416,SES00022780,2026-01-02T07:24:00,travel,recent_travel,self_report
CTX00011532,USR004416,SES00022782,2026-02-14T06:15:00,sleep,poor,self_report
CTX00011533,USR004416,SES00022784,2026-05-21T13:36:00,workload,normal,self_report
CTX00011534,USR004418,SES00022788,2026-02-19T18:13:00,stress,high,self_report
CTX00011535,USR004418,SES00022790,2026-05-27T12:33:00,major_life_event,self_reported_event,self_report
CTX00011536,USR004418,SES00022791,2026-06-07T02:02:00,workload,normal,self_report
CTX00011537,USR004418,SES00022793,2026-07-29T05:40:00,sleep,poor,self_report
CTX00011538,USR004419,SES00022795,2026-01-22T20:04:00,sleep,fair,self_report
CTX00011539,USR004419,SES00022796,2026-03-02T04:17:00,travel,recent_travel,self_report
CTX00011540,USR004419,SES00022798,2026-04-08T23:59:00,sleep,poor,self_report
CTX00011541,USR004419,SES00022800,2026-05-03T19:36:00,none,none,self_report
CTX00011542,USR004419,SES00022802,2026-08-28T17:18:00,stress,high,self_report
CTX00011543,USR004421,SES00022803,2026-02-08T08:46:00,illness_self_report,temporary_unwell,self_report
CTX00011544,USR004421,SES00022804,2026-02-14T07:31:00,stress,low,self_report
CTX00011545,USR004421,SES00022806,2026-05-23T18:12:00,none,none,self_report
CTX00011546,USR004422,SES00022808,2025-11-12T11:05:00,lifestyle_change,routine_change,self_report
CTX00011547,USR004422,SES00022809,2025-11-20T16:11:00,workload,normal,self_report
CTX00011548,USR004422,SES00022810,2025-12-02T10:44:00,sleep,poor,self_report
CTX00011549,USR004422,SES00022811,2026-03-27T11:26:00,stress,moderate,self_report
CTX00011550,USR004424,SES00022815,2025-11-16T09:16:00,workload,normal,self_report
CTX00011551,USR004424,SES00022816,2025-11-30T11:21:00,illness_self_report,temporary_unwell,self_report
CTX00011552,USR004426,SES00022819,2025-11-17T12:15:00,stress,moderate,self_report
CTX00011553,USR004426,SES00022822,2026-01-28T19:42:00,stress,moderate,self_report
CTX00011554,USR004426,SES00022824,2026-06-04T13:10:00,lifestyle_change,routine_change,self_report
CTX00011555,USR004426,SES00022825,2026-07-22T15:07:00,stress,high,self_report
CTX00011556,USR004426,SES00022826,2026-08-12T03:02:00,lifestyle_change,routine_change,self_report
CTX00011557,USR004426,SES00022827,2026-08-16T09:17:00,stress,low,self_report
CTX00011558,USR004427,SES00022828,2026-02-28T23:46:00,medication_change_self_report,self_reported_change,self_report
CTX00011559,USR004427,SES00022829,2026-03-30T11:34:00,sleep,fair,self_report
CTX00011560,USR004427,SES00022831,2026-06-23T02:52:00,none,none,self_report
CTX00011561,USR004428,SES00022834,2025-11-26T20:06:00,lifestyle_change,routine_change,self_report
CTX00011562,USR004428,SES00022835,2026-04-14T03:13:00,major_life_event,self_reported_event,self_report
CTX00011563,USR004428,SES00022838,2026-08-28T15:26:00,illness_self_report,temporary_unwell,self_report
CTX00011564,USR004428,SES00022839,2026-09-05T09:27:00,stress,high,self_report
CTX00011565,USR004429,SES00022840,2026-03-15T10:26:00,sleep,fair,self_report
CTX00011566,USR004429,SES00022842,2026-04-03T05:32:00,workload,normal,self_report
CTX00011567,USR004429,SES00022845,2026-05-08T17:12:00,sleep,good,self_report
CTX00011568,USR004429,SES00022847,2026-07-25T12:18:00,stress,moderate,self_report
CTX00011569,USR004429,SES00022848,2026-08-15T19:13:00,stress,low,self_report
CTX00011570,USR004430,SES00022849,2026-02-12T09:28:00,stress,high,self_report
CTX00011571,USR004430,SES00022851,2026-03-25T03:05:00,workload,high,self_report
CTX00011572,USR004430,SES00022855,2026-07-07T18:44:00,stress,low,self_report
CTX00011573,USR004432,SES00022857,2025-12-22T20:47:00,workload,high,self_report
CTX00011574,USR004432,SES00022861,2026-07-03T09:09:00,lifestyle_change,routine_change,self_report
CTX00011575,USR004433,SES00022863,2025-11-27T14:41:00,sleep,good,self_report
CTX00011576,USR004433,SES00022864,2025-12-10T08:02:00,stress,moderate,self_report
CTX00011577,USR004433,SES00022866,2026-02-18T15:03:00,workload,normal,self_report
CTX00011578,USR004433,SES00022867,2026-03-07T22:39:00,workload,normal,self_report
CTX00011579,USR004433,SES00022869,2026-06-17T09:27:00,sleep,good,self_report
CTX00011580,USR004434,SES00022873,2026-01-29T15:12:00,stress,high,self_report
CTX00011581,USR004434,SES00022874,2026-03-31T08:13:00,stress,low,self_report
CTX00011582,USR004434,SES00022876,2026-05-16T21:47:00,travel,recent_travel,self_report
CTX00011583,USR004434,SES00022877,2026-05-17T11:33:00,none,none,self_report
CTX00011584,USR004434,SES00022878,2026-07-01T05:01:00,illness_self_report,temporary_unwell,self_report
CTX00011585,USR004435,SES00022881,2026-02-03T14:32:00,sleep,fair,self_report
CTX00011586,USR004435,SES00022883,2026-06-15T10:54:00,none,none,self_report
CTX00011587,USR004435,SES00022884,2026-06-17T15:34:00,lifestyle_change,routine_change,self_report
CTX00011588,USR004435,SES00022885,2026-07-14T12:47:00,major_life_event,self_reported_event,self_report
CTX00011589,USR004436,SES00022888,2025-11-01T10:06:00,sleep,poor,self_report
CTX00011590,USR004436,SES00022892,2026-06-14T06:55:00,sleep,fair,self_report
CTX00011591,USR004436,SES00022893,2026-07-26T14:01:00,none,none,self_report
CTX00011592,USR004438,SES00022894,2025-11-18T01:06:00,travel,recent_travel,self_report
CTX00011593,USR004438,SES00022895,2026-04-05T13:14:00,illness_self_report,temporary_unwell,self_report
CTX00011594,USR004438,SES00022897,2026-05-17T10:41:00,none,none,self_report
CTX00011595,USR004438,SES00022898,2026-07-03T17:58:00,stress,high,self_report
CTX00011596,USR004438,SES00022902,2026-08-07T00:56:00,illness_self_report,temporary_unwell,self_report
CTX00011597,USR004440,SES00022904,2025-12-23T00:23:00,workload,high,self_report
CTX00011598,USR004440,SES00022905,2025-12-31T14:43:00,illness_self_report,temporary_unwell,self_report
CTX00011599,USR004440,SES00022906,2026-03-07T12:30:00,workload,high,self_report
CTX00011600,USR004440,SES00022907,2026-04-06T23:37:00,travel,recent_travel,self_report
CTX00011601,USR004440,SES00022910,2026-09-02T12:05:00,sleep,good,self_report
CTX00011602,USR004441,SES00022911,2026-02-26T14:33:00,workload,high,self_report
CTX00011603,USR004441,SES00022912,2026-04-06T05:30:00,travel,recent_travel,self_report
CTX00011604,USR004441,SES00022914,2026-04-12T04:57:00,workload,normal,self_report
CTX00011605,USR004443,SES00022919,2026-03-25T08:34:00,lifestyle_change,routine_change,self_report
CTX00011606,USR004443,SES00022921,2026-05-30T17:07:00,workload,normal,self_report
CTX00011607,USR004443,SES00022922,2026-07-14T12:19:00,stress,high,self_report
CTX00011608,USR004443,SES00022924,2026-09-12T01:32:00,stress,high,self_report
CTX00011609,USR004445,SES00022925,2025-12-04T18:13:00,medication_change_self_report,self_reported_change,self_report
CTX00011610,USR004445,SES00022926,2025-12-26T05:32:00,major_life_event,self_reported_event,self_report
CTX00011611,USR004445,SES00022929,2026-08-18T02:53:00,stress,low,self_report
CTX00011612,USR004447,SES00022931,2025-11-25T18:23:00,travel,recent_travel,self_report
CTX00011613,USR004447,SES00022933,2026-03-01T17:20:00,workload,high,self_report
CTX00011614,USR004447,SES00022935,2026-08-27T23:30:00,illness_self_report,temporary_unwell,self_report
CTX00011615,USR004447,SES00022936,2026-09-09T23:35:00,sleep,poor,self_report
CTX00011616,USR004448,SES00022937,2025-11-26T17:56:00,sleep,poor,self_report
CTX00011617,USR004448,SES00022938,2026-01-27T18:06:00,none,none,self_report
CTX00011618,USR004448,SES00022939,2026-08-23T14:42:00,sleep,fair,self_report
CTX00011619,USR004448,SES00022940,2026-09-10T21:09:00,stress,high,self_report
CTX00011620,USR004449,SES00022941,2026-03-07T06:25:00,stress,high,self_report
CTX00011621,USR004449,SES00022943,2026-05-13T11:35:00,none,none,self_report
CTX00011622,USR004449,SES00022944,2026-05-16T10:13:00,sleep,good,self_report
CTX00011623,USR004449,SES00022945,2026-05-18T16:37:00,illness_self_report,temporary_unwell,self_report
CTX00011624,USR004450,SES00022948,2026-03-04T01:53:00,workload,high,self_report
CTX00011625,USR004450,SES00022950,2026-04-15T11:00:00,medication_change_self_report,self_reported_change,self_report
CTX00011626,USR004450,SES00022952,2026-07-12T11:07:00,workload,high,self_report
CTX00011627,USR004450,SES00022953,2026-07-23T17:42:00,travel,recent_travel,self_report
CTX00011628,USR004450,SES00022954,2026-08-13T01:44:00,workload,normal,self_report
CTX00011629,USR004451,SES00022955,2026-03-14T22:11:00,illness_self_report,temporary_unwell,self_report
CTX00011630,USR004451,SES00022956,2026-05-18T07:48:00,lifestyle_change,routine_change,self_report
CTX00011631,USR004451,SES00022959,2026-08-05T03:40:00,stress,low,self_report
CTX00011632,USR004453,SES00022961,2026-02-09T16:27:00,stress,low,self_report
CTX00011633,USR004454,SES00022966,2026-01-07T02:55:00,none,none,self_report
CTX00011634,USR004454,SES00022967,2026-03-26T04:35:00,sleep,good,self_report
CTX00011635,USR004454,SES00022968,2026-04-18T22:21:00,lifestyle_change,routine_change,self_report
CTX00011636,USR004454,SES00022969,2026-05-01T13:49:00,none,none,self_report
CTX00011637,USR004454,SES00022974,2026-09-09T12:24:00,stress,moderate,self_report
CTX00011638,USR004455,SES00022979,2026-07-01T19:49:00,lifestyle_change,routine_change,self_report
CTX00011639,USR004455,SES00022980,2026-07-09T02:52:00,travel,recent_travel,self_report
CTX00011640,USR004456,SES00022982,2025-12-19T05:46:00,sleep,poor,self_report
CTX00011641,USR004456,SES00022985,2026-03-05T04:51:00,lifestyle_change,routine_change,self_report
CTX00011642,USR004456,SES00022986,2026-05-16T17:43:00,major_life_event,self_reported_event,self_report
CTX00011643,USR004457,SES00022989,2026-01-21T06:09:00,sleep,fair,self_report
CTX00011644,USR004457,SES00022990,2026-03-30T12:14:00,stress,high,self_report
CTX00011645,USR004457,SES00022991,2026-04-02T09:59:00,sleep,fair,self_report
CTX00011646,USR004457,SES00022993,2026-09-10T23:24:00,workload,normal,self_report
CTX00011647,USR004458,SES00022994,2025-11-20T23:50:00,sleep,good,self_report
CTX00011648,USR004458,SES00022995,2025-11-25T00:04:00,workload,normal,self_report
CTX00011649,USR004458,SES00022998,2026-04-12T01:00:00,none,none,self_report
CTX00011650,USR004458,SES00022999,2026-04-30T08:26:00,stress,high,self_report
CTX00011651,USR004458,SES00023000,2026-06-03T00:54:00,sleep,good,self_report
CTX00011652,USR004459,SES00023001,2025-11-02T20:59:00,lifestyle_change,routine_change,self_report
CTX00011653,USR004459,SES00023003,2025-12-08T03:18:00,sleep,fair,self_report
CTX00011654,USR004459,SES00023005,2026-04-08T09:57:00,stress,moderate,self_report
CTX00011655,USR004459,SES00023006,2026-07-31T11:35:00,sleep,good,self_report
CTX00011656,USR004459,SES00023007,2026-08-08T00:04:00,sleep,good,self_report
CTX00011657,USR004459,SES00023008,2026-08-31T17:14:00,travel,recent_travel,self_report
CTX00011658,USR004460,SES00023009,2025-11-30T03:23:00,travel,recent_travel,self_report
CTX00011659,USR004460,SES00023010,2026-03-27T09:46:00,travel,recent_travel,self_report
CTX00011660,USR004460,SES00023011,2026-04-16T16:28:00,stress,low,self_report
CTX00011661,USR004460,SES00023012,2026-04-19T01:42:00,stress,low,self_report
CTX00011662,USR004460,SES00023013,2026-06-01T20:39:00,workload,high,self_report
CTX00011663,USR004460,SES00023015,2026-06-25T17:33:00,workload,high,self_report
CTX00011664,USR004461,SES00023016,2025-10-14T12:07:00,workload,normal,self_report
CTX00011665,USR004461,SES00023017,2025-12-23T05:11:00,stress,high,self_report
CTX00011666,USR004461,SES00023018,2026-02-09T03:45:00,illness_self_report,temporary_unwell,self_report
CTX00011667,USR004461,SES00023019,2026-02-12T20:12:00,none,none,self_report
CTX00011668,USR004461,SES00023020,2026-03-20T02:53:00,none,none,self_report
CTX00011669,USR004461,SES00023021,2026-05-09T03:24:00,sleep,good,self_report
CTX00011670,USR004461,SES00023022,2026-06-19T05:43:00,workload,high,self_report
CTX00011671,USR004461,SES00023023,2026-07-07T23:09:00,sleep,fair,self_report
CTX00011672,USR004462,SES00023026,2026-02-12T06:39:00,medication_change_self_report,self_reported_change,self_report
CTX00011673,USR004462,SES00023030,2026-07-07T15:55:00,lifestyle_change,routine_change,self_report
CTX00011674,USR004462,SES00023031,2026-09-09T14:45:00,sleep,poor,self_report
CTX00011675,USR004464,SES00023033,2025-12-18T01:01:00,workload,normal,self_report
CTX00011676,USR004464,SES00023035,2026-04-20T11:50:00,stress,moderate,self_report
CTX00011677,USR004464,SES00023037,2026-09-08T13:49:00,medication_change_self_report,self_reported_change,self_report
CTX00011678,USR004465,SES00023038,2025-09-24T16:37:00,workload,high,self_report
CTX00011679,USR004465,SES00023040,2025-12-14T16:09:00,workload,normal,self_report
CTX00011680,USR004465,SES00023042,2026-03-10T12:08:00,lifestyle_change,routine_change,self_report
CTX00011681,USR004466,SES00023043,2025-12-07T09:23:00,stress,moderate,self_report
CTX00011682,USR004466,SES00023046,2026-04-13T09:35:00,sleep,poor,self_report
CTX00011683,USR004466,SES00023047,2026-04-20T00:44:00,sleep,good,self_report
CTX00011684,USR004466,SES00023048,2026-04-23T04:46:00,lifestyle_change,routine_change,self_report
CTX00011685,USR004466,SES00023050,2026-07-14T05:25:00,none,none,self_report
CTX00011686,USR004467,SES00023051,2026-04-09T05:41:00,stress,high,self_report
CTX00011687,USR004467,SES00023053,2026-05-04T03:30:00,none,none,self_report
CTX00011688,USR004467,SES00023056,2026-09-05T05:15:00,stress,low,self_report
CTX00011689,USR004467,SES00023057,2026-09-08T18:27:00,sleep,fair,self_report
CTX00011690,USR004468,SES00023059,2026-03-31T22:35:00,sleep,good,self_report
CTX00011691,USR004468,SES00023061,2026-05-28T12:17:00,sleep,poor,self_report
CTX00011692,USR004469,SES00023067,2026-03-25T13:36:00,sleep,poor,self_report
CTX00011693,USR004469,SES00023068,2026-07-01T11:07:00,none,none,self_report
CTX00011694,USR004469,SES00023069,2026-08-27T14:30:00,sleep,poor,self_report
CTX00011695,USR004469,SES00023070,2026-09-07T19:42:00,stress,low,self_report
CTX00011696,USR004470,SES00023071,2026-04-13T13:28:00,workload,normal,self_report
CTX00011697,USR004470,SES00023073,2026-06-05T13:46:00,travel,recent_travel,self_report
CTX00011698,USR004470,SES00023074,2026-06-11T01:30:00,stress,low,self_report
CTX00011699,USR004471,SES00023077,2026-06-29T15:03:00,illness_self_report,temporary_unwell,self_report
CTX00011700,USR004471,SES00023079,2026-08-28T10:57:00,workload,high,self_report
CTX00011701,USR004472,SES00023081,2026-02-17T22:53:00,workload,high,self_report
CTX00011702,USR004472,SES00023086,2026-06-09T01:43:00,illness_self_report,temporary_unwell,self_report
CTX00011703,USR004472,SES00023088,2026-09-06T22:39:00,stress,moderate,self_report
CTX00011704,USR004473,SES00023089,2026-01-10T12:45:00,medication_change_self_report,self_reported_change,self_report
CTX00011705,USR004473,SES00023091,2026-05-22T02:37:00,workload,normal,self_report
CTX00011706,USR004473,SES00023092,2026-06-18T04:32:00,major_life_event,self_reported_event,self_report
CTX00011707,USR004473,SES00023094,2026-08-24T10:03:00,major_life_event,self_reported_event,self_report
CTX00011708,USR004474,SES00023097,2026-07-08T23:28:00,lifestyle_change,routine_change,self_report
CTX00011709,USR004474,SES00023098,2026-07-25T14:03:00,stress,moderate,self_report
CTX00011710,USR004474,SES00023099,2026-08-05T06:26:00,stress,moderate,self_report
CTX00011711,USR004474,SES00023100,2026-08-17T21:09:00,sleep,good,self_report
CTX00011712,USR004474,SES00023101,2026-08-23T09:21:00,stress,moderate,self_report
CTX00011713,USR004475,SES00023102,2025-11-03T04:47:00,major_life_event,self_reported_event,self_report
CTX00011714,USR004475,SES00023104,2025-11-26T09:18:00,lifestyle_change,routine_change,self_report
CTX00011715,USR004475,SES00023105,2026-03-04T04:24:00,stress,high,self_report
CTX00011716,USR004475,SES00023106,2026-03-19T19:30:00,sleep,poor,self_report
CTX00011717,USR004476,SES00023109,2026-06-18T13:28:00,illness_self_report,temporary_unwell,self_report
CTX00011718,USR004476,SES00023111,2026-07-30T13:01:00,sleep,poor,self_report
CTX00011719,USR004477,SES00023114,2026-02-24T20:36:00,major_life_event,self_reported_event,self_report
CTX00011720,USR004477,SES00023115,2026-04-20T05:41:00,sleep,fair,self_report
CTX00011721,USR004477,SES00023116,2026-05-20T00:13:00,stress,moderate,self_report
CTX00011722,USR004477,SES00023120,2026-08-21T16:13:00,workload,high,self_report
CTX00011723,USR004480,SES00023121,2026-03-03T19:47:00,stress,moderate,self_report
CTX00011724,USR004480,SES00023123,2026-03-12T16:33:00,workload,high,self_report
CTX00011725,USR004480,SES00023124,2026-08-05T20:37:00,sleep,good,self_report
CTX00011726,USR004481,SES00023128,2026-08-05T21:20:00,sleep,fair,self_report
CTX00011727,USR004482,SES00023134,2026-03-31T05:17:00,major_life_event,self_reported_event,self_report
CTX00011728,USR004482,SES00023137,2026-07-16T19:12:00,travel,recent_travel,self_report
CTX00011729,USR004483,SES00023138,2025-12-15T18:40:00,sleep,poor,self_report
CTX00011730,USR004484,SES00023147,2026-02-21T11:58:00,sleep,poor,self_report
CTX00011731,USR004484,SES00023148,2026-03-24T22:50:00,major_life_event,self_reported_event,self_report
CTX00011732,USR004484,SES00023150,2026-07-26T18:13:00,sleep,good,self_report
CTX00011733,USR004484,SES00023151,2026-08-08T21:40:00,major_life_event,self_reported_event,self_report
CTX00011734,USR004485,SES00023156,2026-08-02T15:44:00,sleep,fair,self_report
CTX00011735,USR004486,SES00023159,2026-02-27T22:15:00,workload,high,self_report
CTX00011736,USR004486,SES00023162,2026-09-01T14:12:00,stress,low,self_report
CTX00011737,USR004487,SES00023164,2026-03-29T05:02:00,workload,normal,self_report
CTX00011738,USR004487,SES00023165,2026-04-13T23:19:00,medication_change_self_report,self_reported_change,self_report
CTX00011739,USR004488,SES00023167,2026-01-05T14:12:00,sleep,fair,self_report
CTX00011740,USR004489,SES00023172,2025-12-29T16:51:00,none,none,self_report
CTX00011741,USR004489,SES00023175,2026-08-19T22:32:00,workload,high,self_report
CTX00011742,USR004490,SES00023176,2025-11-03T00:52:00,stress,moderate,self_report
CTX00011743,USR004494,SES00023182,2026-03-16T14:22:00,workload,normal,self_report
CTX00011744,USR004494,SES00023184,2026-06-08T06:55:00,workload,normal,self_report
CTX00011745,USR004494,SES00023185,2026-07-12T07:16:00,sleep,good,self_report
CTX00011746,USR004494,SES00023186,2026-07-27T13:40:00,medication_change_self_report,self_reported_change,self_report
CTX00011747,USR004495,SES00023187,2025-11-18T15:05:00,sleep,poor,self_report
CTX00011748,USR004495,SES00023188,2026-01-10T17:04:00,major_life_event,self_reported_event,self_report
CTX00011749,USR004495,SES00023191,2026-03-30T22:33:00,lifestyle_change,routine_change,self_report
CTX00011750,USR004496,SES00023193,2026-03-16T02:42:00,none,none,self_report
CTX00011751,USR004496,SES00023195,2026-04-24T08:48:00,none,none,self_report
CTX00011752,USR004496,SES00023197,2026-07-15T10:33:00,stress,high,self_report
CTX00011753,USR004496,SES00023198,2026-08-07T22:41:00,travel,recent_travel,self_report
CTX00011754,USR004496,SES00023199,2026-08-27T17:14:00,sleep,poor,self_report
CTX00011755,USR004496,SES00023200,2026-08-29T20:34:00,medication_change_self_report,self_reported_change,self_report
CTX00011756,USR004497,SES00023203,2026-01-04T12:48:00,workload,normal,self_report
CTX00011757,USR004497,SES00023207,2026-06-09T00:15:00,lifestyle_change,routine_change,self_report
CTX00011758,USR004497,SES00023209,2026-08-01T19:41:00,medication_change_self_report,self_reported_change,self_report
CTX00011759,USR004498,SES00023211,2026-01-22T03:42:00,stress,moderate,self_report
CTX00011760,USR004498,SES00023212,2026-03-05T07:16:00,sleep,good,self_report
CTX00011761,USR004498,SES00023213,2026-03-06T12:11:00,illness_self_report,temporary_unwell,self_report
CTX00011762,USR004498,SES00023216,2026-05-15T16:25:00,sleep,poor,self_report
CTX00011763,USR004498,SES00023217,2026-05-24T07:20:00,workload,high,self_report
CTX00011764,USR004498,SES00023218,2026-07-28T02:17:00,sleep,poor,self_report
CTX00011765,USR004498,SES00023219,2026-08-21T12:40:00,stress,moderate,self_report
CTX00011766,USR004499,SES00023220,2026-02-11T18:47:00,workload,normal,self_report
CTX00011767,USR004500,SES00023228,2026-06-08T01:04:00,sleep,fair,self_report
CTX00011768,USR004502,SES00023230,2026-02-17T22:11:00,workload,normal,self_report
CTX00011769,USR004502,SES00023232,2026-04-01T17:24:00,stress,low,self_report
CTX00011770,USR004502,SES00023233,2026-05-12T10:56:00,stress,low,self_report
CTX00011771,USR004502,SES00023235,2026-08-11T17:27:00,lifestyle_change,routine_change,self_report
CTX00011772,USR004503,SES00023236,2026-02-11T15:17:00,sleep,poor,self_report
CTX00011773,USR004503,SES00023238,2026-05-12T02:54:00,stress,low,self_report
CTX00011774,USR004503,SES00023241,2026-08-06T12:41:00,illness_self_report,temporary_unwell,self_report
CTX00011775,USR004504,SES00023248,2026-09-01T09:14:00,lifestyle_change,routine_change,self_report
CTX00011776,USR004504,SES00023249,2026-09-09T14:16:00,sleep,poor,self_report
CTX00011777,USR004505,SES00023251,2026-02-24T12:55:00,sleep,poor,self_report
CTX00011778,USR004505,SES00023253,2026-03-26T01:45:00,major_life_event,self_reported_event,self_report
CTX00011779,USR004506,SES00023256,2025-11-26T14:10:00,stress,moderate,self_report
CTX00011780,USR004506,SES00023260,2026-05-03T09:03:00,stress,high,self_report
CTX00011781,USR004506,SES00023262,2026-07-26T13:35:00,sleep,fair,self_report
CTX00011782,USR004508,SES00023263,2025-10-08T06:45:00,stress,moderate,self_report
CTX00011783,USR004508,SES00023264,2025-12-07T04:04:00,workload,normal,self_report
