recommendation_id,insight_id,user_id,product_code,recommendation_type,recommendation_text,priority,created_at
REC00002781,INS00002781,USR004150,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-04-12T01:00:20
REC00002782,INS00002782,USR004151,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-07-21T23:00:20
REC00002783,INS00002783,USR004153,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-08-20T21:00:20
REC00002784,INS00002784,USR004154,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-06-10T13:00:20
REC00002785,INS00002785,USR004158,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-03-30T02:00:20
REC00002786,INS00002786,USR004160,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-07-13T05:00:20
REC00002787,INS00002787,USR004162,HEALTH_RESERVE,review_healthcare_coverage,Review healthcare coverage information.,medium,2026-06-26T05:00:20
REC00002788,INS00002788,USR004164,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-06-27T17:00:20
REC00002789,INS00002789,USR004165,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-04-07T22:00:20
REC00002790,INS00002790,USR004166,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-08-11T08:00:20
REC00002791,INS00002791,USR004166,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-04-13T10:00:20
REC00002792,INS00002792,USR004171,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-02-27T18:00:20
REC00002793,INS00002793,USR004172,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-08-03T19:00:20
REC00002794,INS00002794,USR004173,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-03-16T07:00:20
REC00002795,INS00002795,USR004173,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-07-23T09:00:20
REC00002796,INS00002796,USR004175,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-09-14T12:00:20
REC00002797,INS00002797,USR004176,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-06-15T21:00:20
REC00002798,INS00002798,USR004178,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-07-26T02:00:20
REC00002799,INS00002799,USR004178,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-09-14T12:00:20
REC00002800,INS00002800,USR004179,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-05-10T20:00:20
REC00002801,INS00002801,USR004180,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-05-15T18:00:20
REC00002802,INS00002802,USR004181,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-06-01T07:00:20
REC00002803,INS00002803,USR004182,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-01-19T19:00:20
REC00002804,INS00002804,USR004183,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-05-05T19:00:20
REC00002805,INS00002805,USR004183,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-05-07T00:00:20
REC00002806,INS00002806,USR004184,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-08-20T05:00:20
REC00002807,INS00002807,USR004187,HEALTH_RESERVE,review_healthcare_coverage,Review healthcare coverage information.,medium,2026-04-26T03:00:20
REC00002808,INS00002808,USR004189,MINDGUARD,wellbeing_checkin,Complete a wellbeing check-in to add context.,medium,2026-02-28T05:00:20
REC00002809,INS00002809,USR004189,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-05-20T03:00:20
REC00002810,INS00002810,USR004190,MINDGUARD,wellbeing_checkin,Complete a wellbeing check-in to add context.,medium,2026-05-23T17:00:20
REC00002811,INS00002811,USR004191,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-07-12T14:00:20
REC00002812,INS00002812,USR004192,MINDGUARD,review_sleep,Review recent sleep context and repeat monitoring when convenient.,medium,2026-06-01T11:00:20
REC00002813,INS00002813,USR004195,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-09-06T21:00:20
REC00002814,INS00002814,USR004197,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-05-05T07:00:20
REC00002815,INS00002815,USR004198,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-07-29T07:00:20
REC00002816,INS00002816,USR004199,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-09-14T12:00:20
REC00002817,INS00002817,USR004200,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-03-02T17:00:20
REC00002818,INS00002818,USR004202,HEALTH_RESERVE,review_healthcare_coverage,Review healthcare coverage information.,medium,2026-05-29T17:00:20
REC00002819,INS00002819,USR004205,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-09-14T12:00:20
REC00002820,INS00002820,USR004205,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-07-03T04:00:20
REC00002821,INS00002821,USR004207,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-03-28T03:00:20
REC00002822,INS00002822,USR004208,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-05-04T22:00:20
REC00002823,INS00002823,USR004209,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-08-08T03:00:20
REC00002824,INS00002824,USR004211,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-09-14T12:00:20
REC00002825,INS00002825,USR004212,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-03-04T15:00:20
REC00002826,INS00002826,USR004213,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-07-27T09:00:20
REC00002827,INS00002827,USR004214,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-09-14T12:00:20
REC00002828,INS00002828,USR004218,HEALTH_RESERVE,review_healthcare_coverage,Review healthcare coverage information.,low,2026-07-23T00:00:20
REC00002829,INS00002829,USR004222,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-08-25T19:00:20
REC00002830,INS00002830,USR004224,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-04-10T13:00:20
REC00002831,INS00002831,USR004225,MINDGUARD,wellbeing_checkin,Complete a wellbeing check-in to add context.,medium,2026-05-02T11:00:20
REC00002832,INS00002832,USR004227,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-01-03T02:00:20
REC00002833,INS00002833,USR004232,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-08-07T18:00:20
REC00002834,INS00002834,USR004233,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-03-31T04:00:20
REC00002835,INS00002835,USR004234,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-01-25T22:00:20
REC00002836,INS00002836,USR004234,HEALTH_RESERVE,review_healthcare_coverage,Review healthcare coverage information.,medium,2026-06-15T18:00:20
REC00002837,INS00002837,USR004237,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-09-03T14:00:20
REC00002838,INS00002838,USR004238,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-09-05T05:00:20
REC00002839,INS00002839,USR004239,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-06-12T22:00:20
REC00002840,INS00002840,USR004240,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-05-05T05:00:20
REC00002841,INS00002841,USR004243,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-04-10T16:00:20
REC00002842,INS00002842,USR004243,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-05-02T12:00:20
REC00002843,INS00002843,USR004244,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-08-14T01:00:20
REC00002844,INS00002844,USR004245,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-09-12T22:00:20
REC00002845,INS00002845,USR004248,MINDGUARD,review_sleep,Review recent sleep context and repeat monitoring when convenient.,medium,2026-06-18T17:00:20
REC00002846,INS00002846,USR004250,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-02-03T04:00:20
REC00002847,INS00002847,USR004254,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-08-24T12:00:20
REC00002848,INS00002848,USR004255,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-06-01T08:00:20
REC00002849,INS00002849,USR004258,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-03-30T06:00:20
REC00002850,INS00002850,USR004259,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-03-19T05:00:20
REC00002851,INS00002851,USR004262,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-04-07T04:00:20
REC00002852,INS00002852,USR004263,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-09-14T12:00:20
REC00002853,INS00002853,USR004264,MINDGUARD,wellbeing_checkin,Complete a wellbeing check-in to add context.,medium,2026-09-14T12:00:20
REC00002854,INS00002854,USR004264,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-05-31T21:00:20
REC00002855,INS00002855,USR004265,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-03-31T06:00:20
REC00002856,INS00002856,USR004267,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-05-15T00:00:20
REC00002857,INS00002857,USR004268,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-05-30T08:00:20
REC00002858,INS00002858,USR004268,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-09-14T12:00:20
REC00002859,INS00002859,USR004269,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-06-25T20:00:20
REC00002860,INS00002860,USR004270,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-02-09T04:00:20
REC00002861,INS00002861,USR004270,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-01-25T05:00:20
REC00002862,INS00002862,USR004272,MINDGUARD,wellbeing_checkin,Complete a wellbeing check-in to add context.,low,2026-05-11T09:00:20
REC00002863,INS00002863,USR004275,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-07-23T01:00:20
REC00002864,INS00002864,USR004277,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-06-24T02:00:20
REC00002865,INS00002865,USR004278,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-09-14T12:00:20
REC00002866,INS00002866,USR004279,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-08-08T07:00:20
REC00002867,INS00002867,USR004279,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-04-16T07:00:20
REC00002868,INS00002868,USR004280,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-06-11T04:00:20
REC00002869,INS00002869,USR004281,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-02-23T04:00:20
REC00002870,INS00002870,USR004281,HEALTH_RESERVE,review_healthcare_coverage,Review healthcare coverage information.,medium,2026-04-07T22:00:20
REC00002871,INS00002871,USR004283,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-05-30T14:00:20
REC00002872,INS00002872,USR004285,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-06-11T22:00:20
REC00002873,INS00002873,USR004286,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-04-29T16:00:20
REC00002874,INS00002874,USR004288,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-09-14T12:00:20
REC00002875,INS00002875,USR004290,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-09-14T12:00:20
REC00002876,INS00002876,USR004291,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-07-29T14:00:20
REC00002877,INS00002877,USR004293,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-01-31T10:00:20
REC00002878,INS00002878,USR004296,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-02-28T14:00:20
REC00002879,INS00002879,USR004297,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-05-01T08:00:20
REC00002880,INS00002880,USR004299,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-08-08T15:00:20
REC00002881,INS00002881,USR004300,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-04-13T08:00:20
REC00002882,INS00002882,USR004302,MINDGUARD,wellbeing_checkin,Complete a wellbeing check-in to add context.,low,2026-06-11T05:00:20
REC00002883,INS00002883,USR004303,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-05-29T15:00:20
REC00002884,INS00002884,USR004304,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-09-13T00:00:20
REC00002885,INS00002885,USR004304,HEALTH_RESERVE,review_healthcare_coverage,Review healthcare coverage information.,medium,2026-08-06T02:00:20
REC00002886,INS00002886,USR004305,MINDGUARD,wellbeing_checkin,Complete a wellbeing check-in to add context.,medium,2026-09-12T15:00:20
REC00002887,INS00002887,USR004305,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-07-14T13:00:20
REC00002888,INS00002888,USR004307,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-09-03T20:00:20
REC00002889,INS00002889,USR004308,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-04-01T16:00:20
REC00002890,INS00002890,USR004308,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-05-10T12:00:20
REC00002891,INS00002891,USR004309,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-05-27T23:00:20
REC00002892,INS00002892,USR004310,MINDGUARD,review_sleep,Review recent sleep context and repeat monitoring when convenient.,low,2026-08-21T02:00:20
REC00002893,INS00002893,USR004313,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-02-15T14:00:20
REC00002894,INS00002894,USR004314,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-05-04T10:00:20
REC00002895,INS00002895,USR004315,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-05-01T16:00:20
REC00002896,INS00002896,USR004318,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-01-29T00:00:20
REC00002897,INS00002897,USR004319,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-09-14T12:00:20
REC00002898,INS00002898,USR004320,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-05-02T09:00:20
REC00002899,INS00002899,USR004323,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-03-12T07:00:20
REC00002900,INS00002900,USR004325,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-05-26T14:00:20
REC00002901,INS00002901,USR004327,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-07-15T18:00:20
REC00002902,INS00002902,USR004328,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-06-30T14:00:20
REC00002903,INS00002903,USR004329,MINDGUARD,wellbeing_checkin,Complete a wellbeing check-in to add context.,medium,2026-09-14T12:00:20
REC00002904,INS00002904,USR004329,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-07-31T11:00:20
REC00002905,INS00002905,USR004331,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-09-05T14:00:20
REC00002906,INS00002906,USR004332,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-06-04T14:00:20
REC00002907,INS00002907,USR004332,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-08-10T22:00:20
REC00002908,INS00002908,USR004336,MINDGUARD,review_sleep,Review recent sleep context and repeat monitoring when convenient.,medium,2026-08-16T20:00:20
REC00002909,INS00002909,USR004338,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-06-24T16:00:20
REC00002910,INS00002910,USR004341,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-09-07T15:00:20
REC00002911,INS00002911,USR004342,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-09-14T08:00:20
REC00002912,INS00002912,USR004344,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-02-13T16:00:20
REC00002913,INS00002913,USR004345,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-08-01T09:00:20
REC00002914,INS00002914,USR004347,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-09-14T12:00:20
REC00002915,INS00002915,USR004348,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-09-01T18:00:20
REC00002916,INS00002916,USR004349,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-07-10T06:00:20
REC00002917,INS00002917,USR004350,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-09-14T12:00:20
REC00002918,INS00002918,USR004351,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-02-13T22:00:20
REC00002919,INS00002919,USR004353,HEALTH_RESERVE,review_healthcare_coverage,Review healthcare coverage information.,low,2026-09-14T12:00:20
REC00002920,INS00002920,USR004354,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-05-09T04:00:20
REC00002921,INS00002921,USR004355,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-04-07T17:00:20
REC00002922,INS00002922,USR004356,MINDGUARD,wellbeing_checkin,Complete a wellbeing check-in to add context.,medium,2026-04-27T01:00:20
REC00002923,INS00002923,USR004358,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-06-02T23:00:20
REC00002924,INS00002924,USR004358,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-09-14T12:00:20
REC00002925,INS00002925,USR004359,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-02-23T02:00:20
REC00002926,INS00002926,USR004359,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-01-30T18:00:20
REC00002927,INS00002927,USR004360,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-07-08T08:00:20
REC00002928,INS00002928,USR004361,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-07-16T12:00:20
REC00002929,INS00002929,USR004363,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-07-01T03:00:20
REC00002930,INS00002930,USR004366,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-09-14T12:00:20
REC00002931,INS00002931,USR004368,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-09-02T23:00:20
REC00002932,INS00002932,USR004369,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-03-02T05:00:20
REC00002933,INS00002933,USR004371,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-07-16T19:00:20
REC00002934,INS00002934,USR004372,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-04-23T20:00:20
REC00002935,INS00002935,USR004373,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-04-11T06:00:20
REC00002936,INS00002936,USR004374,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-03-09T06:00:20
REC00002937,INS00002937,USR004376,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-06-07T04:00:20
REC00002938,INS00002938,USR004376,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-06-21T11:00:20
REC00002939,INS00002939,USR004377,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-04-30T00:00:20
REC00002940,INS00002940,USR004378,MINDGUARD,wellbeing_checkin,Complete a wellbeing check-in to add context.,medium,2026-06-27T02:00:20
REC00002941,INS00002941,USR004379,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-02-07T18:00:20
REC00002942,INS00002942,USR004380,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-09-05T17:00:20
REC00002943,INS00002943,USR004380,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-09-06T21:00:20
REC00002944,INS00002944,USR004383,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-05-26T14:00:20
REC00002945,INS00002945,USR004384,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-01-01T23:00:20
REC00002946,INS00002946,USR004385,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-08-18T20:00:20
REC00002947,INS00002947,USR004386,MINDGUARD,review_sleep,Review recent sleep context and repeat monitoring when convenient.,medium,2026-01-02T14:00:20
REC00002948,INS00002948,USR004389,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-09-14T12:00:20
REC00002949,INS00002949,USR004392,MINDGUARD,review_sleep,Review recent sleep context and repeat monitoring when convenient.,low,2026-09-14T12:00:20
REC00002950,INS00002950,USR004393,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-03-21T11:00:20
REC00002951,INS00002951,USR004397,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-07-20T20:00:20
REC00002952,INS00002952,USR004397,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-09-14T12:00:20
REC00002953,INS00002953,USR004398,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-09-14T12:00:20
REC00002954,INS00002954,USR004401,MINDGUARD,wellbeing_checkin,Complete a wellbeing check-in to add context.,medium,2026-03-29T11:00:20
REC00002955,INS00002955,USR004403,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-03-01T20:00:20
REC00002956,INS00002956,USR004403,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-08-01T00:00:20
REC00002957,INS00002957,USR004404,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-06-28T18:00:20
REC00002958,INS00002958,USR004405,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-04-02T02:00:20
REC00002959,INS00002959,USR004406,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-07-03T18:00:20
REC00002960,INS00002960,USR004406,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-09-14T12:00:20
REC00002961,INS00002961,USR004408,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-05-12T08:00:20
REC00002962,INS00002962,USR004409,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-09-14T12:00:20
REC00002963,INS00002963,USR004410,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-08-21T14:00:20
REC00002964,INS00002964,USR004411,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-09-14T12:00:20
REC00002965,INS00002965,USR004413,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-04-25T20:00:20
REC00002966,INS00002966,USR004414,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-03-26T19:00:20
REC00002967,INS00002967,USR004415,MINDGUARD,wellbeing_checkin,Complete a wellbeing check-in to add context.,medium,2026-07-26T05:00:20
REC00002968,INS00002968,USR004418,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-05-12T05:00:20
REC00002969,INS00002969,USR004419,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-05-24T08:00:20
REC00002970,INS00002970,USR004421,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-05-19T09:00:20
REC00002971,INS00002971,USR004422,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-02-23T00:00:20
REC00002972,INS00002972,USR004424,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-03-26T22:00:20
REC00002973,INS00002973,USR004427,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-05-27T04:00:20
REC00002974,INS00002974,USR004428,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-06-04T06:00:20
REC00002975,INS00002975,USR004430,MINDGUARD,review_sleep,Review recent sleep context and repeat monitoring when convenient.,medium,2026-07-16T19:00:20
REC00002976,INS00002976,USR004430,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-07-05T13:00:20
REC00002977,INS00002977,USR004431,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-05-06T02:00:20
REC00002978,INS00002978,USR004432,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-05-07T20:00:20
REC00002979,INS00002979,USR004433,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-02-17T16:00:20
REC00002980,INS00002980,USR004434,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-04-19T17:00:20
REC00002981,INS00002981,USR004435,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-06-09T16:00:20
REC00002982,INS00002982,USR004436,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-04-09T06:00:20
REC00002983,INS00002983,USR004437,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-07-11T14:00:20
REC00002984,INS00002984,USR004438,MINDGUARD,wellbeing_checkin,Complete a wellbeing check-in to add context.,medium,2026-07-15T08:00:20
REC00002985,INS00002985,USR004441,MINDGUARD,maintain_monitoring,Continue routine monitoring.,medium,2026-04-23T11:00:20
REC00002986,INS00002986,USR004442,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,low,2026-09-14T12:00:20
REC00002987,INS00002987,USR004443,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-05-07T14:00:20
REC00002988,INS00002988,USR004448,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,medium,2026-05-18T09:00:20
REC00002989,INS00002989,USR004450,MINDGUARD,wellbeing_checkin,Complete a wellbeing check-in to add context.,low,2026-09-14T12:00:20
REC00002990,INS00002990,USR004451,MINDGUARD,repeat_assessment,Repeat the assessment later to add another observation.,low,2026-06-12T14:00:20
REC00002991,INS00002991,USR004452,HEALTH_RESERVE,review_preparedness_goal,Review the preparedness goal and current buffer.,medium,2026-03-14T09:00:20
REC00002992,INS00002992,USR004455,MINDGUARD,maintain_monitoring,Continue routine monitoring.,low,2026-09-14T12:00:20
